,generation,A,B,C,D
0,-0.0, 0.05, 0.02, 0.05
1,0.04, 0.04, 0.04, 0.04
2,0.03, 0.03, 0.12, 0.05
3,-0.01, 0.03, 0.14, 0.1
4,-0.01, 0.15, 0.09, 0.07
5,-0.01, 0.12, 0.03, 0.05
6,-0.06, 0.16, 0.07, 0.09
7,-0.12, 0.15, 0.02, 0.08
8,-0.18, 0.19, 0.05, 0.13
9,-0.2, 0.2, 0.05, 0.19
10,-0.29, 0.23, 0.07, 0.26
11,-0.3, 0.23, -0.0, 0.25
12,-0.31, 0.19, 0.01, 0.31
13,-0.32, 0.18, 0.02, 0.32
14,-0.27, 0.19, -0.03, 0.32
15,-0.29, 0.19, -0.09, 0.34
16,-0.33, 0.21, -0.09, 0.29
17,-0.29, 0.21, -0.08, 0.24
18,-0.31, 0.19, -0.03, 0.26
19,-0.3, 0.21, -0.04, 0.25
20,-0.22, 0.22, -0.06, 0.32
21,-0.22, 0.28, -0.08, 0.3
22,-0.21, 0.29, -0.13, 0.33
23,-0.14, 0.22, -0.15, 0.35
24,-0.08, 0.2, -0.18, 0.4
25,-0.09, 0.21, -0.18, 0.43
26,-0.15, 0.23, -0.12, 0.46
27,-0.16, 0.22, -0.14, 0.49
28,-0.15, 0.19, -0.1, 0.52
29,-0.15, 0.17, -0.06, 0.45
30,-0.25, 0.14, -0.08, 0.46
31,-0.22, 0.1, -0.08, 0.5
32,-0.13, 0.15, -0.08, 0.52
33,-0.04, 0.17, -0.08, 0.5
34,-0.09, 0.14, -0.1, 0.45
35,-0.11, 0.14, -0.1, 0.43
36,-0.15, 0.16, -0.04, 0.39
37,-0.15, 0.1, -0.01, 0.43
38,-0.16, 0.07, 0.03, 0.42
39,-0.17, 0.11, 0.03, 0.43
40,-0.18, 0.05, 0.09, 0.44
41,-0.17, 0.02, 0.12, 0.44
42,-0.16, 0.02, 0.14, 0.45
43,-0.13, 0.04, 0.16, 0.43
44,-0.16, 0.01, 0.17, 0.44
45,-0.14, -0.01, 0.15, 0.42
46,-0.16, 0.01, 0.07, 0.41
47,-0.15, 0.01, 0.05, 0.38
48,-0.15, 0.05, 0.06, 0.39
49,-0.12, -0.0, 0.08, 0.27
50,-0.1, 0.03, 0.06, 0.31
51,-0.17, 0.04, 0.05, 0.29
52,-0.12, -0.03, 0.09, 0.3
53,-0.13, -0.02, 0.16, 0.35
54,-0.09, -0.07, 0.21, 0.36
55,-0.09, -0.1, 0.15, 0.45
56,-0.07, -0.08, 0.16, 0.38
57,-0.08, -0.11, 0.19, 0.37
58,-0.14, -0.09, 0.21, 0.38
59,-0.14, -0.05, 0.2, 0.37
60,-0.16, -0.02, 0.22, 0.35
61,-0.16, -0.03, 0.24, 0.39
62,-0.15, -0.07, 0.29, 0.35
63,-0.14, -0.05, 0.29, 0.36
64,-0.12, -0.12, 0.25, 0.35
65,-0.12, -0.14, 0.25, 0.42
66,-0.12, -0.23, 0.27, 0.44
67,-0.09, -0.28, 0.24, 0.48
68,-0.1, -0.27, 0.23, 0.53
69,-0.1, -0.26, 0.14, 0.54
70,-0.12, -0.25, 0.17, 0.52
71,-0.1, -0.25, 0.14, 0.53
72,-0.04, -0.23, 0.13, 0.57
73,-0.02, -0.25, 0.14, 0.56
74,-0.03, -0.26, 0.13, 0.56
75,-0.07, -0.27, 0.1, 0.57
76,-0.0, -0.27, 0.09, 0.61
77,0.06, -0.24, 0.08, 0.61
78,0.1, -0.23, 0.11, 0.62
79,0.04, -0.26, 0.05, 0.63
80,0.06, -0.26, 0.09, 0.62
81,0.07, -0.3, 0.14, 0.59
82,0.08, -0.32, 0.08, 0.57
83,0.08, -0.32, 0.08, 0.52
84,0.14, -0.27, 0.06, 0.54
85,0.13, -0.24, 0.09, 0.44
86,0.17, -0.27, 0.09, 0.48
87,0.14, -0.27, 0.06, 0.48
88,0.18, -0.25, 0.13, 0.52
89,0.12, -0.3, 0.1, 0.51
90,0.14, -0.3, 0.13, 0.47
91,0.09, -0.24, 0.14, 0.48
92,0.11, -0.22, 0.16, 0.44
93,0.1, -0.19, 0.23, 0.49
94,0.06, -0.25, 0.25, 0.5
95,0.06, -0.22, 0.25, 0.53
96,0.07, -0.2, 0.17, 0.56
97,0.08, -0.19, 0.18, 0.57
98,0.11, -0.17, 0.18, 0.56
99,0.13, -0.09, 0.17, 0.54
100,0.12, -0.13, 0.17, 0.6
101,0.08, -0.16, 0.13, 0.59
102,0.08, -0.16, 0.11, 0.56
103,0.1, -0.16, 0.09, 0.56
104,0.1, -0.14, 0.08, 0.59
105,0.11, -0.13, 0.03, 0.6
106,0.01, -0.14, 0.02, 0.59
107,-0.01, -0.15, 0.02, 0.54
108,0.08, -0.15, 0.05, 0.58
109,0.09, -0.18, 0.08, 0.59
110,0.06, -0.18, 0.09, 0.61
111,0.12, -0.2, 0.15, 0.56
112,0.16, -0.16, 0.17, 0.52
113,0.19, -0.12, 0.19, 0.47
114,0.14, -0.13, 0.12, 0.52
115,0.14, -0.13, 0.11, 0.55
116,0.18, -0.05, 0.07, 0.48
117,0.18, -0.07, 0.11, 0.47
118,0.17, -0.07, 0.09, 0.43
119,0.1, -0.12, 0.07, 0.45
120,0.12, -0.09, 0.1, 0.4
121,0.08, -0.1, 0.11, 0.42
122,0.07, -0.1, 0.15, 0.41
123,0.08, -0.12, 0.17, 0.36
124,0.1, -0.1, 0.14, 0.41
125,0.07, -0.06, 0.06, 0.41
126,0.1, -0.07, 0.05, 0.37
127,0.13, -0.08, 0.05, 0.37
128,0.1, -0.12, 0.08, 0.38
129,0.08, -0.12, 0.05, 0.4
130,0.06, -0.11, 0.03, 0.44
131,0.09, -0.14, 0.03, 0.42
132,0.05, -0.18, 0.02, 0.43
133,0.1, -0.14, 0.01, 0.41
134,0.07, -0.14, 0.05, 0.41
135,0.02, -0.13, 0.04, 0.39
136,0.07, -0.11, 0.05, 0.41
137,0.06, -0.08, 0.08, 0.37
138,0.02, -0.05, 0.07, 0.41
139,0.02, -0.06, 0.1, 0.39
140,0.09, -0.07, 0.09, 0.4
141,0.09, -0.09, 0.05, 0.39
142,0.06, -0.07, 0.02, 0.39
143,0.07, -0.06, 0.03, 0.34
144,0.09, -0.08, 0.06, 0.38
145,0.13, -0.05, 0.07, 0.36
146,0.13, -0.03, 0.11, 0.36
147,0.15, -0.06, 0.13, 0.36
148,0.15, -0.05, 0.1, 0.37
149,0.16, -0.03, 0.01, 0.33
150,0.06, -0.05, 0.03, 0.32
151,0.12, -0.05, 0.03, 0.31
152,0.14, -0.06, 0.06, 0.35
153,0.07, -0.07, 0.05, 0.37
154,0.07, -0.13, 0.07, 0.34
155,0.08, -0.13, 0.05, 0.35
156,0.11, -0.13, 0.02, 0.37
157,0.09, -0.18, 0.01, 0.43
158,0.08, -0.2, 0.04, 0.46
159,0.08, -0.18, 0.07, 0.43
160,0.15, -0.19, 0.01, 0.45
161,0.09, -0.19, 0.03, 0.42
162,0.12, -0.18, 0.07, 0.44
163,0.14, -0.17, 0.1, 0.43
164,0.12, -0.21, 0.08, 0.46
165,0.13, -0.2, 0.09, 0.4
166,0.21, -0.21, 0.1, 0.35
167,0.24, -0.23, 0.06, 0.32
168,0.27, -0.18, 0.04, 0.32
169,0.22, -0.2, 0.07, 0.31
170,0.21, -0.21, 0.09, 0.33
171,0.32, -0.23, 0.09, 0.33
172,0.38, -0.2, 0.07, 0.33
173,0.37, -0.21, 0.08, 0.33
174,0.42, -0.23, 0.02, 0.36
175,0.38, -0.19, -0.01, 0.32
176,0.37, -0.21, 0.02, 0.31
177,0.38, -0.24, -0.02, 0.31
178,0.39, -0.21, -0.03, 0.33
179,0.36, -0.18, -0.02, 0.35
180,0.34, -0.18, 0.05, 0.37
181,0.33, -0.16, 0.04, 0.38
182,0.41, -0.12, 0.02, 0.38
183,0.43, -0.14, -0.01, 0.38
184,0.42, -0.18, -0.04, 0.37
185,0.41, -0.17, -0.07, 0.34
186,0.4, -0.13, -0.11, 0.37
187,0.39, -0.12, -0.11, 0.38
188,0.39, -0.11, -0.12, 0.41
189,0.4, -0.09, -0.12, 0.4
190,0.37, -0.11, -0.12, 0.41
191,0.38, -0.08, -0.11, 0.41
192,0.38, -0.09, -0.08, 0.39
193,0.37, -0.14, -0.1, 0.41
194,0.37, -0.14, -0.05, 0.46
195,0.35, -0.15, -0.0, 0.43
196,0.37, -0.18, -0.04, 0.44
197,0.38, -0.17, -0.05, 0.4
198,0.33, -0.2, -0.06, 0.39
199,0.27, -0.22, -0.07, 0.39
200,0.29, -0.23, -0.09, 0.41
201,0.31, -0.22, -0.14, 0.45
202,0.31, -0.25, -0.16, 0.42
203,0.3, -0.24, -0.2, 0.42
204,0.28, -0.27, -0.23, 0.42
205,0.32, -0.26, -0.23, 0.42
206,0.32, -0.28, -0.23, 0.35
207,0.28, -0.3, -0.29, 0.34
208,0.3, -0.31, -0.28, 0.37
209,0.29, -0.3, -0.23, 0.38
210,0.26, -0.27, -0.23, 0.41
211,0.25, -0.28, -0.25, 0.39
212,0.24, -0.3, -0.28, 0.36
213,0.22, -0.28, -0.29, 0.34
214,0.14, -0.26, -0.29, 0.37
215,0.13, -0.25, -0.29, 0.4
