,generation,A,B,C,D
0,-0.03, 0.02, -0.01, -0.03
1,0.03, 0.03, -0.11, -0.04
2,-0.02, 0.05, -0.11, -0.03
3,-0.01, 0.11, -0.09, -0.02
4,-0.04, 0.18, -0.09, -0.01
5,-0.07, 0.15, -0.06, 0.0
6,-0.0, 0.19, -0.12, 0.01
7,-0.06, 0.11, -0.12, -0.04
8,-0.08, 0.06, -0.17, -0.08
9,-0.1, 0.02, -0.18, -0.06
10,-0.11, 0.06, -0.12, -0.01
11,-0.13, -0.03, -0.15, -0.11
12,-0.12, -0.03, -0.13, -0.14
13,-0.07, -0.11, -0.14, -0.16
14,-0.06, -0.09, -0.14, -0.06
15,-0.07, -0.01, -0.09, -0.07
16,-0.08, -0.05, -0.13, -0.16
17,-0.03, -0.06, -0.16, -0.28
18,-0.08, -0.06, -0.13, -0.34
19,-0.15, -0.06, -0.14, -0.52
20,-0.09, -0.06, -0.15, -0.54
21,-0.06, -0.02, -0.15, -0.54
22,-0.04, -0.05, -0.18, -0.57
23,0.03, -0.05, -0.19, -0.6
24,-0.02, -0.11, -0.18, -0.58
25,0.01, -0.07, -0.23, -0.52
26,0.03, -0.07, -0.23, -0.61
27,0.0, -0.0, -0.22, -0.67
28,0.08, -0.06, -0.27, -0.66
29,0.13, -0.03, -0.31, -0.82
30,0.14, 0.06, -0.26, -0.76
31,0.11, 0.07, -0.27, -0.72
32,0.07, 0.04, -0.25, -0.65
33,0.05, 0.06, -0.34, -0.65
34,0.11, 0.01, -0.32, -0.64
35,0.08, -0.01, -0.25, -0.67
36,0.22, -0.05, -0.27, -0.57
37,0.24, -0.12, -0.33, -0.58
38,0.28, -0.17, -0.26, -0.62
39,0.24, -0.16, -0.29, -0.68
40,0.31, -0.09, -0.31, -0.7
41,0.29, 0.0, -0.33, -0.71
42,0.25, 0.02, -0.34, -0.59
43,0.23, 0.0, -0.31, -0.6
44,0.2, -0.02, -0.37, -0.57
45,0.22, 0.07, -0.35, -0.55
46,0.19, 0.14, -0.35, -0.57
47,0.2, 0.17, -0.37, -0.47
48,0.14, 0.09, -0.37, -0.56
49,0.1, 0.08, -0.37, -0.6
50,0.07, 0.06, -0.41, -0.68
51,0.09, 0.09, -0.41, -0.64
52,0.09, 0.08, -0.42, -0.68
53,0.05, 0.03, -0.41, -0.75
54,-0.02, -0.0, -0.41, -0.85
55,-0.04, 0.04, -0.43, -0.84
56,-0.02, 0.04, -0.38, -0.81
57,-0.02, 0.02, -0.42, -0.87
58,-0.05, 0.07, -0.46, -0.84
59,-0.06, 0.08, -0.43, -0.79
60,-0.06, 0.0, -0.42, -0.74
61,-0.06, 0.01, -0.41, -0.75
62,-0.07, 0.03, -0.46, -0.73
63,-0.05, 0.03, -0.46, -0.75
64,-0.05, 0.03, -0.46, -0.74
65,-0.04, 0.05, -0.46, -0.72
66,-0.08, 0.06, -0.49, -0.64
67,-0.1, 0.03, -0.41, -0.6
68,-0.08, 0.05, -0.42, -0.64
69,-0.04, 0.1, -0.45, -0.69
70,-0.11, 0.1, -0.38, -0.69
71,-0.09, 0.08, -0.33, -0.72
72,-0.09, 0.1, -0.35, -0.7
73,-0.08, 0.18, -0.37, -0.66
74,-0.13, 0.17, -0.35, -0.68
75,-0.16, 0.19, -0.32, -0.74
76,-0.12, 0.2, -0.36, -0.75
77,-0.14, 0.27, -0.37, -0.77
78,-0.11, 0.4, -0.3, -0.76
79,-0.11, 0.49, -0.29, -0.75
80,-0.09, 0.43, -0.35, -0.75
81,-0.13, 0.41, -0.31, -0.8
82,-0.18, 0.42, -0.3, -0.8
83,-0.19, 0.41, -0.31, -0.83
84,-0.23, 0.41, -0.38, -0.83
85,-0.23, 0.38, -0.4, -0.82
86,-0.28, 0.34, -0.38, -0.81
87,-0.28, 0.32, -0.4, -0.8
88,-0.27, 0.25, -0.44, -0.81
89,-0.26, 0.22, -0.46, -0.87
90,-0.28, 0.23, -0.43, -0.9
91,-0.31, 0.25, -0.47, -0.85
92,-0.27, 0.21, -0.47, -0.85
93,-0.27, 0.21, -0.47, -0.89
94,-0.26, 0.18, -0.49, -0.91
95,-0.24, 0.12, -0.5, -0.84
96,-0.24, 0.1, -0.51, -0.78
97,-0.28, 0.06, -0.44, -0.76
98,-0.31, 0.01, -0.46, -0.82
99,-0.26, 0.06, -0.49, -0.82
100,-0.24, -0.06, -0.56, -0.83
101,-0.28, -0.0, -0.58, -0.85
102,-0.24, -0.01, -0.62, -0.84
103,-0.21, -0.05, -0.6, -0.87
104,-0.22, -0.06, -0.63, -0.83
105,-0.22, -0.05, -0.62, -0.84
106,-0.21, -0.04, -0.64, -0.81
107,-0.18, 0.06, -0.64, -0.83
108,-0.15, 0.09, -0.64, -0.85
109,-0.11, 0.17, -0.65, -0.9
110,-0.13, 0.22, -0.65, -0.88
111,-0.11, 0.18, -0.59, -0.84
112,-0.1, 0.22, -0.58, -0.84
113,-0.12, 0.17, -0.61, -0.83
114,-0.13, 0.19, -0.65, -0.83
115,-0.17, 0.09, -0.64, -0.83
116,-0.2, 0.05, -0.61, -0.81
117,-0.2, 0.14, -0.59, -0.8
118,-0.2, 0.19, -0.57, -0.85
119,-0.17, 0.3, -0.61, -0.83
120,-0.16, 0.21, -0.63, -0.8
121,-0.16, 0.2, -0.65, -0.83
122,-0.1, 0.14, -0.67, -0.76
123,-0.1, 0.18, -0.64, -0.78
124,-0.07, 0.19, -0.64, -0.78
125,-0.08, 0.13, -0.65, -0.76
126,-0.07, 0.24, -0.72, -0.76
127,-0.04, 0.27, -0.72, -0.76
128,-0.03, 0.31, -0.77, -0.71
129,-0.07, 0.26, -0.77, -0.7
130,-0.07, 0.2, -0.79, -0.72
131,-0.04, 0.16, -0.8, -0.74
132,0.0, 0.19, -0.83, -0.78
133,-0.01, 0.11, -0.87, -0.73
134,-0.02, 0.08, -0.88, -0.73
135,-0.07, 0.0, -0.86, -0.71
136,-0.08, -0.02, -0.87, -0.66
137,-0.05, -0.05, -0.86, -0.59
138,0.01, -0.04, -0.85, -0.62
139,0.01, -0.1, -0.89, -0.73
140,-0.03, -0.11, -0.89, -0.71
141,-0.0, -0.12, -0.92, -0.74
142,0.02, -0.13, -0.93, -0.67
143,0.06, -0.19, -0.94, -0.74
144,0.08, -0.21, -0.92, -0.75
145,0.09, -0.26, -0.89, -0.75
146,0.12, -0.25, -0.87, -0.76
147,0.11, -0.29, -0.9, -0.74
148,0.15, -0.3, -0.88, -0.82
149,0.16, -0.22, -0.94, -0.81
150,0.16, -0.28, -0.93, -0.82
151,0.21, -0.29, -0.93, -0.87
152,0.2, -0.31, -0.9, -0.81
153,0.24, -0.28, -0.91, -0.84
154,0.18, -0.21, -0.93, -0.88
155,0.2, -0.2, -0.92, -0.92
156,0.18, -0.19, -0.93, -0.83
157,0.23, -0.16, -0.9, -0.79
158,0.21, -0.12, -0.89, -0.8
159,0.22, -0.1, -0.9, -0.8
160,0.21, -0.1, -0.85, -0.88
161,0.26, -0.11, -0.86, -0.9
162,0.3, -0.16, -0.87, -0.85
163,0.33, -0.2, -0.87, -0.85
164,0.31, -0.19, -0.85, -0.8
165,0.31, -0.22, -0.83, -0.82
166,0.32, -0.2, -0.82, -0.85
167,0.3, -0.24, -0.81, -0.95
168,0.28, -0.27, -0.82, -0.98
169,0.32, -0.31, -0.81, -1.09
170,0.34, -0.28, -0.82, -1.02
171,0.32, -0.27, -0.82, -1.13
172,0.3, -0.33, -0.86, -1.19
173,0.28, -0.29, -0.88, -1.2
174,0.27, -0.3, -0.91, -1.2
175,0.22, -0.32, -0.9, -1.25
176,0.25, -0.29, -0.89, -1.28
177,0.24, -0.22, -0.86, -1.17
178,0.24, -0.24, -0.84, -1.11
