,IDV,SUBPOP,ANC
a.chromsome.184,a.92,a,a
a.chromsome.185,a.92,a,a
a.chromsome.186,a.93,a,a
a.chromsome.187,a.93,a,a
a.chromsome.188,a.94,a,a
a.chromsome.189,a.94,a,a
a.chromsome.190,a.95,a,a
a.chromsome.191,a.95,a,b
a.chromsome.192,a.96,a,a
a.chromsome.193,a.96,a,a
a.chromsome.194,a.97,a,d
a.chromsome.195,a.97,a,a
a.chromsome.196,a.98,a,d
a.chromsome.197,a.98,a,a
a.chromsome.198,a.99,a,b
a.chromsome.199,a.99,a,a
a.chromsome.200,a.100,a,b
a.chromsome.201,a.100,a,c
a.chromsome.202,a.101,a,d
a.chromsome.203,a.101,a,a
a.chromsome.204,a.102,a,a
a.chromsome.205,a.102,a,a
a.chromsome.206,a.103,a,d
a.chromsome.207,a.103,a,b
a.chromsome.208,a.104,a,a
a.chromsome.209,a.104,a,a
a.chromsome.210,a.105,a,a
a.chromsome.211,a.105,a,a
a.chromsome.212,a.106,a,b
a.chromsome.213,a.106,a,a
a.chromsome.214,a.107,a,a
a.chromsome.215,a.107,a,b
a.chromsome.216,a.108,a,d
a.chromsome.217,a.108,a,b
a.chromsome.218,a.109,a,c
a.chromsome.219,a.109,a,d
a.chromsome.220,a.110,a,a
a.chromsome.221,a.110,a,a
a.chromsome.222,a.111,a,c
a.chromsome.223,a.111,a,c
a.chromsome.224,a.112,a,b
a.chromsome.225,a.112,a,d
a.chromsome.226,a.113,a,b
a.chromsome.227,a.113,a,d
a.chromsome.228,a.114,a,b
a.chromsome.229,a.114,a,a
a.chromsome.230,a.115,a,a
a.chromsome.231,a.115,a,b
a.chromsome.232,a.116,a,a
a.chromsome.233,a.116,a,a
a.chromsome.234,a.117,a,a
a.chromsome.235,a.117,a,c
a.chromsome.236,a.118,a,a
a.chromsome.237,a.118,a,d
a.chromsome.238,a.119,a,d
a.chromsome.239,a.119,a,a
a.chromsome.240,a.120,a,c
a.chromsome.241,a.120,a,c
a.chromsome.242,a.121,a,b
a.chromsome.243,a.121,a,c
a.chromsome.244,a.122,a,a
a.chromsome.245,a.122,a,b
a.chromsome.246,a.123,a,d
a.chromsome.247,a.123,a,d
a.chromsome.248,a.124,a,a
a.chromsome.249,a.124,a,a
a.chromsome.250,a.125,a,a
a.chromsome.251,a.125,a,a
a.chromsome.252,a.126,a,c
a.chromsome.253,a.126,a,b
a.chromsome.254,a.127,a,a
a.chromsome.255,a.127,a,c
a.chromsome.256,a.128,a,c
a.chromsome.257,a.128,a,a
a.chromsome.258,a.129,a,d
a.chromsome.259,a.129,a,a
a.chromsome.260,a.130,a,c
a.chromsome.261,a.130,a,a
a.chromsome.262,a.131,a,c
a.chromsome.263,a.131,a,c
a.chromsome.264,a.132,a,b
a.chromsome.265,a.132,a,b
a.chromsome.266,a.133,a,a
a.chromsome.267,a.133,a,a
a.chromsome.268,a.134,a,d
a.chromsome.269,a.134,a,c
a.chromsome.270,a.135,a,d
a.chromsome.271,a.135,a,a
a.chromsome.272,a.136,a,a
a.chromsome.273,a.136,a,a
a.chromsome.274,a.137,a,a
a.chromsome.275,a.137,a,a
a.chromsome.276,a.138,a,d
a.chromsome.277,a.138,a,a
a.chromsome.278,a.139,a,b
a.chromsome.279,a.139,a,a
a.chromsome.280,a.140,a,b
a.chromsome.281,a.140,a,b
a.chromsome.282,a.141,a,a
a.chromsome.283,a.141,a,b
a.chromsome.284,a.142,a,a
a.chromsome.285,a.142,a,d
a.chromsome.286,a.143,a,d
a.chromsome.287,a.143,a,b
a.chromsome.288,a.144,a,b
a.chromsome.289,a.144,a,a
a.chromsome.290,a.145,a,c
a.chromsome.291,a.145,a,b
a.chromsome.292,a.146,a,c
a.chromsome.293,a.146,a,a
a.chromsome.294,a.147,a,a
a.chromsome.295,a.147,a,a
a.chromsome.296,a.148,a,b
a.chromsome.297,a.148,a,c
a.chromsome.298,a.149,a,a
a.chromsome.299,a.149,a,c
a.chromsome.300,a.150,a,a
a.chromsome.301,a.150,a,d
a.chromsome.302,a.151,a,a
a.chromsome.303,a.151,a,c
a.chromsome.304,a.152,a,a
a.chromsome.305,a.152,a,a
a.chromsome.306,a.153,a,c
a.chromsome.307,a.153,a,a
a.chromsome.308,a.154,a,b
a.chromsome.309,a.154,a,a
a.chromsome.310,a.155,a,b
a.chromsome.311,a.155,a,c
a.chromsome.312,a.156,a,a
a.chromsome.313,a.156,a,c
a.chromsome.314,a.157,a,b
a.chromsome.315,a.157,a,a
a.chromsome.316,a.158,a,c
a.chromsome.317,a.158,a,a
a.chromsome.318,a.159,a,b
a.chromsome.319,a.159,a,d
a.chromsome.320,a.160,a,d
a.chromsome.321,a.160,a,d
a.chromsome.322,a.161,a,a
a.chromsome.323,a.161,a,a
a.chromsome.324,a.162,a,c
a.chromsome.325,a.162,a,a
a.chromsome.326,a.163,a,a
a.chromsome.327,a.163,a,d
a.chromsome.328,a.164,a,a
a.chromsome.329,a.164,a,c
a.chromsome.330,a.165,a,d
a.chromsome.331,a.165,a,a
a.chromsome.332,a.166,a,a
a.chromsome.333,a.166,a,a
a.chromsome.334,a.167,a,c
a.chromsome.335,a.167,a,c
a.chromsome.336,a.168,a,d
a.chromsome.337,a.168,a,b
a.chromsome.338,a.169,a,a
a.chromsome.339,a.169,a,a
a.chromsome.340,a.170,a,a
a.chromsome.341,a.170,a,c
a.chromsome.342,a.171,a,b
a.chromsome.343,a.171,a,c
a.chromsome.344,a.172,a,a
a.chromsome.345,a.172,a,c
a.chromsome.346,a.173,a,c
a.chromsome.347,a.173,a,a
a.chromsome.348,a.174,a,b
a.chromsome.349,a.174,a,c
a.chromsome.350,a.175,a,d
a.chromsome.351,a.175,a,a
a.chromsome.352,a.176,a,a
a.chromsome.353,a.176,a,a
a.chromsome.354,a.177,a,d
a.chromsome.355,a.177,a,a
a.chromsome.356,a.178,a,a
a.chromsome.357,a.178,a,c
a.chromsome.358,a.179,a,c
a.chromsome.359,a.179,a,c
a.chromsome.360,a.180,a,c
a.chromsome.361,a.180,a,b
a.chromsome.362,a.181,a,b
a.chromsome.363,a.181,a,a
a.chromsome.364,a.182,a,a
a.chromsome.365,a.182,a,c
a.chromsome.366,a.183,a,a
a.chromsome.367,a.183,a,a
a.chromsome.368,a.184,a,b
a.chromsome.369,a.184,a,a
a.chromsome.370,a.185,a,d
a.chromsome.371,a.185,a,d
a.chromsome.372,a.186,a,b
a.chromsome.373,a.186,a,c
a.chromsome.374,a.187,a,c
a.chromsome.375,a.187,a,a
a.chromsome.376,a.188,a,a
a.chromsome.377,a.188,a,c
a.chromsome.378,a.189,a,b
a.chromsome.379,a.189,a,d
a.chromsome.380,a.190,a,c
a.chromsome.381,a.190,a,a
a.chromsome.382,a.191,a,a
a.chromsome.383,a.191,a,a
a.chromsome.384,a.192,a,a
a.chromsome.385,a.192,a,a
a.chromsome.386,a.193,a,a
a.chromsome.387,a.193,a,b
a.chromsome.388,a.194,a,a
a.chromsome.389,a.194,a,a
a.chromsome.390,a.195,a,c
a.chromsome.391,a.195,a,d
a.chromsome.392,a.196,a,a
a.chromsome.393,a.196,a,a
a.chromsome.394,a.197,a,b
a.chromsome.395,a.197,a,c
a.chromsome.396,a.198,a,a
a.chromsome.397,a.198,a,d
a.chromsome.398,a.199,a,c
a.chromsome.399,a.199,a,a
a.chromsome.400,a.200,a,a
a.chromsome.401,a.200,a,d
a.chromsome.402,a.201,a,a
a.chromsome.403,a.201,a,c
a.chromsome.404,a.202,a,d
a.chromsome.405,a.202,a,a
a.chromsome.406,a.203,a,c
a.chromsome.407,a.203,a,b
a.chromsome.408,a.204,a,c
a.chromsome.409,a.204,a,a
a.chromsome.410,a.205,a,a
a.chromsome.411,a.205,a,a
a.chromsome.412,a.206,a,a
a.chromsome.413,a.206,a,a
a.chromsome.414,a.207,a,c
a.chromsome.415,a.207,a,a
a.chromsome.416,a.208,a,d
a.chromsome.417,a.208,a,c
a.chromsome.418,a.209,a,a
a.chromsome.419,a.209,a,a
a.chromsome.420,a.210,a,a
a.chromsome.421,a.210,a,a
a.chromsome.422,a.211,a,d
a.chromsome.423,a.211,a,b
a.chromsome.424,a.212,a,d
a.chromsome.425,a.212,a,a
a.chromsome.426,a.213,a,c
a.chromsome.427,a.213,a,a
a.chromsome.428,a.214,a,a
a.chromsome.429,a.214,a,d
a.chromsome.430,a.215,a,a
a.chromsome.431,a.215,a,c
a.chromsome.432,a.216,a,a
a.chromsome.433,a.216,a,a
a.chromsome.434,a.217,a,a
a.chromsome.435,a.217,a,d
a.chromsome.436,a.218,a,a
a.chromsome.437,a.218,a,d
a.chromsome.438,a.219,a,a
a.chromsome.439,a.219,a,b
a.chromsome.440,a.220,a,c
a.chromsome.441,a.220,a,d
a.chromsome.442,a.221,a,a
a.chromsome.443,a.221,a,a
a.chromsome.444,a.222,a,a
a.chromsome.445,a.222,a,a
a.chromsome.446,a.223,a,c
a.chromsome.447,a.223,a,c
a.chromsome.448,a.224,a,a
a.chromsome.449,a.224,a,a
a.chromsome.450,a.225,a,b
a.chromsome.451,a.225,a,d
a.chromsome.452,a.226,a,a
a.chromsome.453,a.226,a,d
a.chromsome.454,a.227,a,a
a.chromsome.455,a.227,a,a
a.chromsome.456,a.228,a,a
a.chromsome.457,a.228,a,b
a.chromsome.458,a.229,a,a
a.chromsome.459,a.229,a,b
a.chromsome.460,a.230,a,a
a.chromsome.461,a.230,a,a
a.chromsome.462,a.231,a,b
a.chromsome.463,a.231,a,a
a.chromsome.464,a.232,a,b
a.chromsome.465,a.232,a,a
a.chromsome.466,a.233,a,a
a.chromsome.467,a.233,a,b
a.chromsome.468,a.234,a,b
a.chromsome.469,a.234,a,a
a.chromsome.470,a.235,a,a
a.chromsome.471,a.235,a,a
a.chromsome.472,a.236,a,a
a.chromsome.473,a.236,a,a
a.chromsome.474,a.237,a,a
a.chromsome.475,a.237,a,b
a.chromsome.476,a.238,a,c
a.chromsome.477,a.238,a,b
a.chromsome.478,a.239,a,c
a.chromsome.479,a.239,a,b
a.chromsome.480,a.240,a,a
a.chromsome.481,a.240,a,a
a.chromsome.482,a.241,a,a
a.chromsome.483,a.241,a,a
a.chromsome.484,a.242,a,b
a.chromsome.485,a.242,a,a
a.chromsome.486,a.243,a,a
a.chromsome.487,a.243,a,c
a.chromsome.488,a.244,a,a
a.chromsome.489,a.244,a,a
a.chromsome.490,a.245,a,a
a.chromsome.491,a.245,a,d
a.chromsome.492,a.246,a,b
a.chromsome.493,a.246,a,a
a.chromsome.494,a.247,a,b
a.chromsome.495,a.247,a,a
a.chromsome.496,a.248,a,a
a.chromsome.497,a.248,a,a
a.chromsome.498,a.249,a,d
a.chromsome.499,a.249,a,a
b.chromsome.0,b.0,b,b
b.chromsome.1,b.0,b,c
b.chromsome.2,b.1,b,b
b.chromsome.3,b.1,b,c
b.chromsome.4,b.2,b,b
b.chromsome.5,b.2,b,c
b.chromsome.6,b.3,b,d
b.chromsome.7,b.3,b,c
b.chromsome.8,b.4,b,c
b.chromsome.9,b.4,b,d
b.chromsome.10,b.5,b,d
b.chromsome.11,b.5,b,d
b.chromsome.12,b.6,b,b
b.chromsome.13,b.6,b,b
b.chromsome.14,b.7,b,b
b.chromsome.15,b.7,b,c
b.chromsome.16,b.8,b,b
b.chromsome.17,b.8,b,b
b.chromsome.18,b.9,b,b
b.chromsome.19,b.9,b,a
b.chromsome.20,b.10,b,c
b.chromsome.21,b.10,b,a
b.chromsome.22,b.11,b,b
b.chromsome.23,b.11,b,c
b.chromsome.24,b.12,b,c
b.chromsome.25,b.12,b,a
b.chromsome.26,b.13,b,b
b.chromsome.27,b.13,b,d
b.chromsome.28,b.14,b,d
b.chromsome.29,b.14,b,a
b.chromsome.30,b.15,b,a
b.chromsome.31,b.15,b,d
b.chromsome.32,b.16,b,c
b.chromsome.33,b.16,b,a
b.chromsome.34,b.17,b,b
b.chromsome.35,b.17,b,c
b.chromsome.36,b.18,b,b
b.chromsome.37,b.18,b,b
b.chromsome.38,b.19,b,b
b.chromsome.39,b.19,b,b
b.chromsome.40,b.20,b,c
b.chromsome.41,b.20,b,b
b.chromsome.42,b.21,b,c
b.chromsome.43,b.21,b,b
b.chromsome.44,b.22,b,d
b.chromsome.45,b.22,b,b
b.chromsome.46,b.23,b,b
b.chromsome.47,b.23,b,a
b.chromsome.48,b.24,b,b
b.chromsome.49,b.24,b,b
b.chromsome.50,b.25,b,b
b.chromsome.51,b.25,b,a
b.chromsome.52,b.26,b,b
b.chromsome.53,b.26,b,d
b.chromsome.54,b.27,b,b
b.chromsome.55,b.27,b,a
b.chromsome.56,b.28,b,c
b.chromsome.57,b.28,b,b
b.chromsome.58,b.29,b,b
b.chromsome.59,b.29,b,b
b.chromsome.60,b.30,b,a
b.chromsome.61,b.30,b,b
b.chromsome.62,b.31,b,b
b.chromsome.63,b.31,b,c
b.chromsome.64,b.32,b,d
b.chromsome.65,b.32,b,b
b.chromsome.66,b.33,b,b
b.chromsome.67,b.33,b,b
b.chromsome.68,b.34,b,b
b.chromsome.69,b.34,b,b
b.chromsome.70,b.35,b,b
b.chromsome.71,b.35,b,b
b.chromsome.72,b.36,b,b
b.chromsome.73,b.36,b,b
b.chromsome.74,b.37,b,a
b.chromsome.75,b.37,b,b
b.chromsome.76,b.38,b,c
b.chromsome.77,b.38,b,b
b.chromsome.78,b.39,b,b
b.chromsome.79,b.39,b,d
b.chromsome.80,b.40,b,b
b.chromsome.81,b.40,b,b
b.chromsome.82,b.41,b,b
b.chromsome.83,b.41,b,d
b.chromsome.84,b.42,b,b
b.chromsome.85,b.42,b,c
b.chromsome.86,b.43,b,d
b.chromsome.87,b.43,b,a
b.chromsome.88,b.44,b,a
b.chromsome.89,b.44,b,b
b.chromsome.90,b.45,b,b
b.chromsome.91,b.45,b,b
b.chromsome.92,b.46,b,b
b.chromsome.93,b.46,b,b
b.chromsome.94,b.47,b,c
b.chromsome.95,b.47,b,a
b.chromsome.96,b.48,b,b
b.chromsome.97,b.48,b,d
b.chromsome.98,b.49,b,a
b.chromsome.99,b.49,b,a
b.chromsome.100,b.50,b,a
b.chromsome.101,b.50,b,c
b.chromsome.102,b.51,b,b
b.chromsome.103,b.51,b,d
b.chromsome.104,b.52,b,d
b.chromsome.105,b.52,b,b
b.chromsome.106,b.53,b,c
b.chromsome.107,b.53,b,b
b.chromsome.108,b.54,b,b
b.chromsome.109,b.54,b,b
b.chromsome.110,b.55,b,a
b.chromsome.111,b.55,b,a
b.chromsome.112,b.56,b,b
b.chromsome.113,b.56,b,b
b.chromsome.114,b.57,b,b
b.chromsome.115,b.57,b,c
b.chromsome.116,b.58,b,c
b.chromsome.117,b.58,b,b
b.chromsome.118,b.59,b,a
b.chromsome.119,b.59,b,b
b.chromsome.120,b.60,b,b
b.chromsome.121,b.60,b,b
b.chromsome.122,b.61,b,b
b.chromsome.123,b.61,b,a
b.chromsome.124,b.62,b,b
b.chromsome.125,b.62,b,b
b.chromsome.126,b.63,b,a
b.chromsome.127,b.63,b,b
b.chromsome.128,b.64,b,a
b.chromsome.129,b.64,b,a
b.chromsome.130,b.65,b,a
b.chromsome.131,b.65,b,b
b.chromsome.132,b.66,b,b
b.chromsome.133,b.66,b,b
b.chromsome.134,b.67,b,d
b.chromsome.135,b.67,b,b
b.chromsome.136,b.68,b,d
b.chromsome.137,b.68,b,a
b.chromsome.138,b.69,b,d
b.chromsome.139,b.69,b,b
b.chromsome.140,b.70,b,b
b.chromsome.141,b.70,b,b
b.chromsome.142,b.71,b,b
b.chromsome.143,b.71,b,b
b.chromsome.144,b.72,b,a
b.chromsome.145,b.72,b,b
b.chromsome.146,b.73,b,b
b.chromsome.147,b.73,b,a
b.chromsome.148,b.74,b,b
b.chromsome.149,b.74,b,d
b.chromsome.150,b.75,b,b
b.chromsome.151,b.75,b,a
b.chromsome.152,b.76,b,c
b.chromsome.153,b.76,b,d
b.chromsome.154,b.77,b,a
b.chromsome.155,b.77,b,d
b.chromsome.156,b.78,b,a
b.chromsome.157,b.78,b,b
b.chromsome.158,b.79,b,b
b.chromsome.159,b.79,b,b
b.chromsome.160,b.80,b,b
b.chromsome.161,b.80,b,c
b.chromsome.162,b.81,b,d
b.chromsome.163,b.81,b,b
b.chromsome.164,b.82,b,a
b.chromsome.165,b.82,b,b
b.chromsome.166,b.83,b,b
b.chromsome.167,b.83,b,b
b.chromsome.168,b.84,b,b
b.chromsome.169,b.84,b,b
b.chromsome.170,b.85,b,c
b.chromsome.171,b.85,b,d
b.chromsome.172,b.86,b,b
b.chromsome.173,b.86,b,b
b.chromsome.174,b.87,b,b
b.chromsome.175,b.87,b,c
b.chromsome.176,b.88,b,a
b.chromsome.177,b.88,b,d
b.chromsome.178,b.89,b,b
b.chromsome.179,b.89,b,d
b.chromsome.180,b.90,b,b
b.chromsome.181,b.90,b,c
b.chromsome.182,b.91,b,b
b.chromsome.183,b.91,b,b
b.chromsome.184,b.92,b,b
b.chromsome.185,b.92,b,d
b.chromsome.186,b.93,b,c
b.chromsome.187,b.93,b,b
b.chromsome.188,b.94,b,c
b.chromsome.189,b.94,b,b
b.chromsome.190,b.95,b,b
b.chromsome.191,b.95,b,b
b.chromsome.192,b.96,b,a
b.chromsome.193,b.96,b,d
b.chromsome.194,b.97,b,a
b.chromsome.195,b.97,b,a
b.chromsome.196,b.98,b,b
b.chromsome.197,b.98,b,c
b.chromsome.198,b.99,b,b
b.chromsome.199,b.99,b,a
b.chromsome.200,b.100,b,b
b.chromsome.201,b.100,b,a
b.chromsome.202,b.101,b,a
b.chromsome.203,b.101,b,c
b.chromsome.204,b.102,b,b
b.chromsome.205,b.102,b,b
b.chromsome.206,b.103,b,b
b.chromsome.207,b.103,b,b
b.chromsome.208,b.104,b,b
b.chromsome.209,b.104,b,a
b.chromsome.210,b.105,b,c
b.chromsome.211,b.105,b,b
b.chromsome.212,b.106,b,c
b.chromsome.213,b.106,b,b
b.chromsome.214,b.107,b,b
b.chromsome.215,b.107,b,d
b.chromsome.216,b.108,b,b
b.chromsome.217,b.108,b,d
b.chromsome.218,b.109,b,b
b.chromsome.219,b.109,b,a
b.chromsome.220,b.110,b,c
b.chromsome.221,b.110,b,d
b.chromsome.222,b.111,b,b
b.chromsome.223,b.111,b,c
b.chromsome.224,b.112,b,d
b.chromsome.225,b.112,b,a
b.chromsome.226,b.113,b,a
b.chromsome.227,b.113,b,b
b.chromsome.228,b.114,b,b
b.chromsome.229,b.114,b,b
b.chromsome.230,b.115,b,d
b.chromsome.231,b.115,b,d
b.chromsome.232,b.116,b,b
b.chromsome.233,b.116,b,b
b.chromsome.234,b.117,b,d
b.chromsome.235,b.117,b,c
b.chromsome.236,b.118,b,a
b.chromsome.237,b.118,b,b
b.chromsome.238,b.119,b,a
b.chromsome.239,b.119,b,a
b.chromsome.240,b.120,b,c
b.chromsome.241,b.120,b,c
b.chromsome.242,b.121,b,b
b.chromsome.243,b.121,b,c
b.chromsome.244,b.122,b,b
b.chromsome.245,b.122,b,c
b.chromsome.246,b.123,b,a
b.chromsome.247,b.123,b,a
b.chromsome.248,b.124,b,c
b.chromsome.249,b.124,b,b
b.chromsome.250,b.125,b,b
b.chromsome.251,b.125,b,b
b.chromsome.252,b.126,b,c
b.chromsome.253,b.126,b,a
b.chromsome.254,b.127,b,a
b.chromsome.255,b.127,b,b
b.chromsome.256,b.128,b,c
b.chromsome.257,b.128,b,b
b.chromsome.258,b.129,b,c
b.chromsome.259,b.129,b,c
b.chromsome.260,b.130,b,b
b.chromsome.261,b.130,b,b
b.chromsome.262,b.131,b,d
b.chromsome.263,b.131,b,b
b.chromsome.264,b.132,b,b
b.chromsome.265,b.132,b,d
b.chromsome.266,b.133,b,c
b.chromsome.267,b.133,b,c
b.chromsome.268,b.134,b,d
b.chromsome.269,b.134,b,b
b.chromsome.270,b.135,b,a
b.chromsome.271,b.135,b,c
b.chromsome.272,b.136,b,a
b.chromsome.273,b.136,b,b
b.chromsome.274,b.137,b,d
b.chromsome.275,b.137,b,c
b.chromsome.276,b.138,b,c
b.chromsome.277,b.138,b,d
b.chromsome.278,b.139,b,b
b.chromsome.279,b.139,b,b
b.chromsome.280,b.140,b,d
b.chromsome.281,b.140,b,b
b.chromsome.282,b.141,b,d
b.chromsome.283,b.141,b,b
b.chromsome.284,b.142,b,b
b.chromsome.285,b.142,b,a
b.chromsome.286,b.143,b,c
b.chromsome.287,b.143,b,d
b.chromsome.288,b.144,b,c
b.chromsome.289,b.144,b,d
b.chromsome.290,b.145,b,b
b.chromsome.291,b.145,b,b
b.chromsome.292,b.146,b,d
b.chromsome.293,b.146,b,b
b.chromsome.294,b.147,b,a
b.chromsome.295,b.147,b,b
b.chromsome.296,b.148,b,b
b.chromsome.297,b.148,b,b
b.chromsome.298,b.149,b,a
b.chromsome.299,b.149,b,b
b.chromsome.300,b.150,b,c
b.chromsome.301,b.150,b,b
b.chromsome.302,b.151,b,c
b.chromsome.303,b.151,b,c
b.chromsome.304,b.152,b,a
b.chromsome.305,b.152,b,a
b.chromsome.306,b.153,b,b
b.chromsome.307,b.153,b,c
b.chromsome.308,b.154,b,d
b.chromsome.309,b.154,b,b
b.chromsome.310,b.155,b,a
b.chromsome.311,b.155,b,b
b.chromsome.312,b.156,b,a
b.chromsome.313,b.156,b,b
b.chromsome.314,b.157,b,b
b.chromsome.315,b.157,b,a
b.chromsome.316,b.158,b,b
b.chromsome.317,b.158,b,b
b.chromsome.318,b.159,b,d
b.chromsome.319,b.159,b,b
b.chromsome.320,b.160,b,b
