,IDV,SUBPOP,ANC
b.chromsome.321,b.160,b,a
b.chromsome.322,b.161,b,b
b.chromsome.323,b.161,b,b
b.chromsome.324,b.162,b,b
b.chromsome.325,b.162,b,b
b.chromsome.326,b.163,b,d
b.chromsome.327,b.163,b,c
b.chromsome.328,b.164,b,b
b.chromsome.329,b.164,b,b
b.chromsome.330,b.165,b,b
b.chromsome.331,b.165,b,d
b.chromsome.332,b.166,b,d
b.chromsome.333,b.166,b,c
b.chromsome.334,b.167,b,b
b.chromsome.335,b.167,b,b
b.chromsome.336,b.168,b,b
b.chromsome.337,b.168,b,b
b.chromsome.338,b.169,b,b
b.chromsome.339,b.169,b,c
b.chromsome.340,b.170,b,b
b.chromsome.341,b.170,b,b
b.chromsome.342,b.171,b,a
b.chromsome.343,b.171,b,b
b.chromsome.344,b.172,b,b
b.chromsome.345,b.172,b,d
b.chromsome.346,b.173,b,b
b.chromsome.347,b.173,b,c
b.chromsome.348,b.174,b,b
b.chromsome.349,b.174,b,b
b.chromsome.350,b.175,b,b
b.chromsome.351,b.175,b,b
b.chromsome.352,b.176,b,d
b.chromsome.353,b.176,b,d
b.chromsome.354,b.177,b,b
b.chromsome.355,b.177,b,d
b.chromsome.356,b.178,b,c
b.chromsome.357,b.178,b,d
b.chromsome.358,b.179,b,c
b.chromsome.359,b.179,b,b
b.chromsome.360,b.180,b,a
b.chromsome.361,b.180,b,a
b.chromsome.362,b.181,b,c
b.chromsome.363,b.181,b,b
b.chromsome.364,b.182,b,b
b.chromsome.365,b.182,b,b
b.chromsome.366,b.183,b,b
b.chromsome.367,b.183,b,a
b.chromsome.368,b.184,b,b
b.chromsome.369,b.184,b,b
b.chromsome.370,b.185,b,b
b.chromsome.371,b.185,b,d
b.chromsome.372,b.186,b,b
b.chromsome.373,b.186,b,c
b.chromsome.374,b.187,b,b
b.chromsome.375,b.187,b,c
b.chromsome.376,b.188,b,c
b.chromsome.377,b.188,b,a
b.chromsome.378,b.189,b,b
b.chromsome.379,b.189,b,b
b.chromsome.380,b.190,b,a
b.chromsome.381,b.190,b,b
b.chromsome.382,b.191,b,c
b.chromsome.383,b.191,b,b
b.chromsome.384,b.192,b,a
b.chromsome.385,b.192,b,b
b.chromsome.386,b.193,b,b
b.chromsome.387,b.193,b,d
b.chromsome.388,b.194,b,b
b.chromsome.389,b.194,b,b
b.chromsome.390,b.195,b,b
b.chromsome.391,b.195,b,b
b.chromsome.392,b.196,b,d
b.chromsome.393,b.196,b,b
b.chromsome.394,b.197,b,b
b.chromsome.395,b.197,b,c
b.chromsome.396,b.198,b,b
b.chromsome.397,b.198,b,b
b.chromsome.398,b.199,b,c
b.chromsome.399,b.199,b,b
b.chromsome.400,b.200,b,b
b.chromsome.401,b.200,b,b
b.chromsome.402,b.201,b,c
b.chromsome.403,b.201,b,b
b.chromsome.404,b.202,b,b
b.chromsome.405,b.202,b,a
b.chromsome.406,b.203,b,b
b.chromsome.407,b.203,b,b
b.chromsome.408,b.204,b,c
b.chromsome.409,b.204,b,b
b.chromsome.410,b.205,b,d
b.chromsome.411,b.205,b,c
b.chromsome.412,b.206,b,a
b.chromsome.413,b.206,b,b
b.chromsome.414,b.207,b,b
b.chromsome.415,b.207,b,a
b.chromsome.416,b.208,b,b
b.chromsome.417,b.208,b,c
b.chromsome.418,b.209,b,c
b.chromsome.419,b.209,b,d
b.chromsome.420,b.210,b,a
b.chromsome.421,b.210,b,b
b.chromsome.422,b.211,b,c
b.chromsome.423,b.211,b,b
b.chromsome.424,b.212,b,d
b.chromsome.425,b.212,b,d
b.chromsome.426,b.213,b,a
b.chromsome.427,b.213,b,b
b.chromsome.428,b.214,b,d
b.chromsome.429,b.214,b,c
b.chromsome.430,b.215,b,c
b.chromsome.431,b.215,b,b
b.chromsome.432,b.216,b,d
b.chromsome.433,b.216,b,a
b.chromsome.434,b.217,b,b
b.chromsome.435,b.217,b,a
b.chromsome.436,b.218,b,d
b.chromsome.437,b.218,b,c
b.chromsome.438,b.219,b,a
b.chromsome.439,b.219,b,a
b.chromsome.440,b.220,b,a
b.chromsome.441,b.220,b,b
b.chromsome.442,b.221,b,b
b.chromsome.443,b.221,b,b
b.chromsome.444,b.222,b,b
b.chromsome.445,b.222,b,c
b.chromsome.446,b.223,b,b
b.chromsome.447,b.223,b,b
b.chromsome.448,b.224,b,d
b.chromsome.449,b.224,b,a
b.chromsome.450,b.225,b,d
b.chromsome.451,b.225,b,b
b.chromsome.452,b.226,b,b
b.chromsome.453,b.226,b,b
b.chromsome.454,b.227,b,a
b.chromsome.455,b.227,b,b
b.chromsome.456,b.228,b,c
b.chromsome.457,b.228,b,d
b.chromsome.458,b.229,b,d
b.chromsome.459,b.229,b,a
b.chromsome.460,b.230,b,b
b.chromsome.461,b.230,b,c
b.chromsome.462,b.231,b,b
b.chromsome.463,b.231,b,b
b.chromsome.464,b.232,b,a
b.chromsome.465,b.232,b,c
b.chromsome.466,b.233,b,b
b.chromsome.467,b.233,b,b
b.chromsome.468,b.234,b,b
b.chromsome.469,b.234,b,b
b.chromsome.470,b.235,b,b
b.chromsome.471,b.235,b,d
b.chromsome.472,b.236,b,b
b.chromsome.473,b.236,b,b
b.chromsome.474,b.237,b,d
b.chromsome.475,b.237,b,b
b.chromsome.476,b.238,b,b
b.chromsome.477,b.238,b,b
b.chromsome.478,b.239,b,d
b.chromsome.479,b.239,b,c
b.chromsome.480,b.240,b,b
b.chromsome.481,b.240,b,b
b.chromsome.482,b.241,b,b
b.chromsome.483,b.241,b,d
b.chromsome.484,b.242,b,b
b.chromsome.485,b.242,b,b
b.chromsome.486,b.243,b,b
b.chromsome.487,b.243,b,d
b.chromsome.488,b.244,b,b
b.chromsome.489,b.244,b,c
b.chromsome.490,b.245,b,b
b.chromsome.491,b.245,b,d
b.chromsome.492,b.246,b,b
b.chromsome.493,b.246,b,c
b.chromsome.494,b.247,b,b
b.chromsome.495,b.247,b,b
b.chromsome.496,b.248,b,b
b.chromsome.497,b.248,b,c
b.chromsome.498,b.249,b,b
b.chromsome.499,b.249,b,a
c.chromsome.0,c.0,c,b
c.chromsome.1,c.0,c,b
c.chromsome.2,c.1,c,c
c.chromsome.3,c.1,c,d
c.chromsome.4,c.2,c,b
c.chromsome.5,c.2,c,c
c.chromsome.6,c.3,c,b
c.chromsome.7,c.3,c,a
c.chromsome.8,c.4,c,d
c.chromsome.9,c.4,c,b
c.chromsome.10,c.5,c,a
c.chromsome.11,c.5,c,b
c.chromsome.12,c.6,c,c
c.chromsome.13,c.6,c,c
c.chromsome.14,c.7,c,c
c.chromsome.15,c.7,c,b
c.chromsome.16,c.8,c,b
c.chromsome.17,c.8,c,d
c.chromsome.18,c.9,c,b
c.chromsome.19,c.9,c,a
c.chromsome.20,c.10,c,c
c.chromsome.21,c.10,c,c
c.chromsome.22,c.11,c,b
c.chromsome.23,c.11,c,d
c.chromsome.24,c.12,c,b
c.chromsome.25,c.12,c,b
c.chromsome.26,c.13,c,c
c.chromsome.27,c.13,c,b
c.chromsome.28,c.14,c,c
c.chromsome.29,c.14,c,c
c.chromsome.30,c.15,c,a
c.chromsome.31,c.15,c,d
c.chromsome.32,c.16,c,c
c.chromsome.33,c.16,c,b
c.chromsome.34,c.17,c,c
c.chromsome.35,c.17,c,d
c.chromsome.36,c.18,c,c
c.chromsome.37,c.18,c,c
c.chromsome.38,c.19,c,a
c.chromsome.39,c.19,c,c
c.chromsome.40,c.20,c,c
c.chromsome.41,c.20,c,b
c.chromsome.42,c.21,c,c
c.chromsome.43,c.21,c,d
c.chromsome.44,c.22,c,c
c.chromsome.45,c.22,c,a
c.chromsome.46,c.23,c,b
c.chromsome.47,c.23,c,c
c.chromsome.48,c.24,c,a
c.chromsome.49,c.24,c,a
c.chromsome.50,c.25,c,c
c.chromsome.51,c.25,c,c
c.chromsome.52,c.26,c,c
c.chromsome.53,c.26,c,c
c.chromsome.54,c.27,c,d
c.chromsome.55,c.27,c,c
c.chromsome.56,c.28,c,c
c.chromsome.57,c.28,c,c
c.chromsome.58,c.29,c,d
c.chromsome.59,c.29,c,b
c.chromsome.60,c.30,c,c
c.chromsome.61,c.30,c,c
c.chromsome.62,c.31,c,c
c.chromsome.63,c.31,c,c
c.chromsome.64,c.32,c,d
c.chromsome.65,c.32,c,b
c.chromsome.66,c.33,c,b
c.chromsome.67,c.33,c,c
c.chromsome.68,c.34,c,c
c.chromsome.69,c.34,c,c
c.chromsome.70,c.35,c,c
c.chromsome.71,c.35,c,c
c.chromsome.72,c.36,c,c
c.chromsome.73,c.36,c,c
c.chromsome.74,c.37,c,b
c.chromsome.75,c.37,c,c
c.chromsome.76,c.38,c,c
c.chromsome.77,c.38,c,c
c.chromsome.78,c.39,c,a
c.chromsome.79,c.39,c,c
c.chromsome.80,c.40,c,a
c.chromsome.81,c.40,c,c
c.chromsome.82,c.41,c,b
c.chromsome.83,c.41,c,b
c.chromsome.84,c.42,c,d
c.chromsome.85,c.42,c,a
c.chromsome.86,c.43,c,c
c.chromsome.87,c.43,c,a
c.chromsome.88,c.44,c,b
c.chromsome.89,c.44,c,b
c.chromsome.90,c.45,c,c
c.chromsome.91,c.45,c,c
c.chromsome.92,c.46,c,d
c.chromsome.93,c.46,c,c
c.chromsome.94,c.47,c,b
c.chromsome.95,c.47,c,c
c.chromsome.96,c.48,c,c
c.chromsome.97,c.48,c,b
c.chromsome.98,c.49,c,b
c.chromsome.99,c.49,c,d
c.chromsome.100,c.50,c,c
c.chromsome.101,c.50,c,d
c.chromsome.102,c.51,c,c
c.chromsome.103,c.51,c,c
c.chromsome.104,c.52,c,c
c.chromsome.105,c.52,c,d
c.chromsome.106,c.53,c,c
c.chromsome.107,c.53,c,a
c.chromsome.108,c.54,c,a
c.chromsome.109,c.54,c,c
c.chromsome.110,c.55,c,a
c.chromsome.111,c.55,c,c
c.chromsome.112,c.56,c,b
c.chromsome.113,c.56,c,a
c.chromsome.114,c.57,c,a
c.chromsome.115,c.57,c,c
c.chromsome.116,c.58,c,a
c.chromsome.117,c.58,c,b
c.chromsome.118,c.59,c,d
c.chromsome.119,c.59,c,a
c.chromsome.120,c.60,c,a
c.chromsome.121,c.60,c,b
c.chromsome.122,c.61,c,b
c.chromsome.123,c.61,c,b
c.chromsome.124,c.62,c,c
c.chromsome.125,c.62,c,a
c.chromsome.126,c.63,c,c
c.chromsome.127,c.63,c,c
c.chromsome.128,c.64,c,d
c.chromsome.129,c.64,c,c
c.chromsome.130,c.65,c,c
c.chromsome.131,c.65,c,c
c.chromsome.132,c.66,c,a
c.chromsome.133,c.66,c,d
c.chromsome.134,c.67,c,b
c.chromsome.135,c.67,c,d
c.chromsome.136,c.68,c,c
c.chromsome.137,c.68,c,b
c.chromsome.138,c.69,c,d
c.chromsome.139,c.69,c,c
c.chromsome.140,c.70,c,c
c.chromsome.141,c.70,c,c
c.chromsome.142,c.71,c,c
c.chromsome.143,c.71,c,c
c.chromsome.144,c.72,c,d
c.chromsome.145,c.72,c,b
c.chromsome.146,c.73,c,b
c.chromsome.147,c.73,c,a
c.chromsome.148,c.74,c,c
c.chromsome.149,c.74,c,c
c.chromsome.150,c.75,c,c
c.chromsome.151,c.75,c,d
c.chromsome.152,c.76,c,c
c.chromsome.153,c.76,c,d
c.chromsome.154,c.77,c,a
c.chromsome.155,c.77,c,a
c.chromsome.156,c.78,c,c
c.chromsome.157,c.78,c,c
c.chromsome.158,c.79,c,d
c.chromsome.159,c.79,c,c
c.chromsome.160,c.80,c,b
c.chromsome.161,c.80,c,c
c.chromsome.162,c.81,c,c
c.chromsome.163,c.81,c,a
c.chromsome.164,c.82,c,c
c.chromsome.165,c.82,c,c
c.chromsome.166,c.83,c,c
c.chromsome.167,c.83,c,a
c.chromsome.168,c.84,c,c
c.chromsome.169,c.84,c,c
c.chromsome.170,c.85,c,a
c.chromsome.171,c.85,c,d
c.chromsome.172,c.86,c,d
c.chromsome.173,c.86,c,c
c.chromsome.174,c.87,c,b
c.chromsome.175,c.87,c,c
c.chromsome.176,c.88,c,b
c.chromsome.177,c.88,c,c
c.chromsome.178,c.89,c,b
c.chromsome.179,c.89,c,d
c.chromsome.180,c.90,c,a
c.chromsome.181,c.90,c,c
c.chromsome.182,c.91,c,a
c.chromsome.183,c.91,c,c
c.chromsome.184,c.92,c,d
c.chromsome.185,c.92,c,c
c.chromsome.186,c.93,c,d
c.chromsome.187,c.93,c,c
c.chromsome.188,c.94,c,c
c.chromsome.189,c.94,c,c
c.chromsome.190,c.95,c,b
c.chromsome.191,c.95,c,c
c.chromsome.192,c.96,c,c
c.chromsome.193,c.96,c,c
c.chromsome.194,c.97,c,b
c.chromsome.195,c.97,c,c
c.chromsome.196,c.98,c,d
c.chromsome.197,c.98,c,c
c.chromsome.198,c.99,c,c
c.chromsome.199,c.99,c,c
c.chromsome.200,c.100,c,c
c.chromsome.201,c.100,c,d
c.chromsome.202,c.101,c,a
c.chromsome.203,c.101,c,d
c.chromsome.204,c.102,c,a
c.chromsome.205,c.102,c,c
c.chromsome.206,c.103,c,c
c.chromsome.207,c.103,c,c
c.chromsome.208,c.104,c,b
c.chromsome.209,c.104,c,c
c.chromsome.210,c.105,c,a
c.chromsome.211,c.105,c,c
c.chromsome.212,c.106,c,d
c.chromsome.213,c.106,c,a
c.chromsome.214,c.107,c,d
c.chromsome.215,c.107,c,a
c.chromsome.216,c.108,c,a
c.chromsome.217,c.108,c,a
c.chromsome.218,c.109,c,c
c.chromsome.219,c.109,c,d
c.chromsome.220,c.110,c,c
c.chromsome.221,c.110,c,a
c.chromsome.222,c.111,c,a
c.chromsome.223,c.111,c,c
c.chromsome.224,c.112,c,a
c.chromsome.225,c.112,c,a
c.chromsome.226,c.113,c,c
c.chromsome.227,c.113,c,c
c.chromsome.228,c.114,c,c
c.chromsome.229,c.114,c,c
c.chromsome.230,c.115,c,c
c.chromsome.231,c.115,c,c
c.chromsome.232,c.116,c,a
c.chromsome.233,c.116,c,d
c.chromsome.234,c.117,c,c
c.chromsome.235,c.117,c,b
c.chromsome.236,c.118,c,d
c.chromsome.237,c.118,c,a
c.chromsome.238,c.119,c,c
c.chromsome.239,c.119,c,d
c.chromsome.240,c.120,c,a
c.chromsome.241,c.120,c,a
c.chromsome.242,c.121,c,d
c.chromsome.243,c.121,c,c
c.chromsome.244,c.122,c,b
c.chromsome.245,c.122,c,c
c.chromsome.246,c.123,c,c
c.chromsome.247,c.123,c,c
c.chromsome.248,c.124,c,a
c.chromsome.249,c.124,c,a
c.chromsome.250,c.125,c,d
c.chromsome.251,c.125,c,b
c.chromsome.252,c.126,c,c
c.chromsome.253,c.126,c,c
c.chromsome.254,c.127,c,c
c.chromsome.255,c.127,c,c
c.chromsome.256,c.128,c,b
c.chromsome.257,c.128,c,d
c.chromsome.258,c.129,c,c
c.chromsome.259,c.129,c,c
c.chromsome.260,c.130,c,d
c.chromsome.261,c.130,c,b
c.chromsome.262,c.131,c,d
c.chromsome.263,c.131,c,d
c.chromsome.264,c.132,c,c
c.chromsome.265,c.132,c,a
c.chromsome.266,c.133,c,c
c.chromsome.267,c.133,c,c
c.chromsome.268,c.134,c,b
c.chromsome.269,c.134,c,c
c.chromsome.270,c.135,c,c
c.chromsome.271,c.135,c,c
c.chromsome.272,c.136,c,d
c.chromsome.273,c.136,c,b
c.chromsome.274,c.137,c,d
c.chromsome.275,c.137,c,c
c.chromsome.276,c.138,c,d
c.chromsome.277,c.138,c,d
c.chromsome.278,c.139,c,d
c.chromsome.279,c.139,c,b
c.chromsome.280,c.140,c,d
c.chromsome.281,c.140,c,c
c.chromsome.282,c.141,c,c
c.chromsome.283,c.141,c,d
c.chromsome.284,c.142,c,d
c.chromsome.285,c.142,c,c
c.chromsome.286,c.143,c,c
c.chromsome.287,c.143,c,c
c.chromsome.288,c.144,c,c
c.chromsome.289,c.144,c,c
c.chromsome.290,c.145,c,a
c.chromsome.291,c.145,c,c
c.chromsome.292,c.146,c,d
c.chromsome.293,c.146,c,a
c.chromsome.294,c.147,c,d
c.chromsome.295,c.147,c,c
c.chromsome.296,c.148,c,a
c.chromsome.297,c.148,c,c
c.chromsome.298,c.149,c,c
c.chromsome.299,c.149,c,a
c.chromsome.300,c.150,c,c
c.chromsome.301,c.150,c,b
c.chromsome.302,c.151,c,c
c.chromsome.303,c.151,c,b
c.chromsome.304,c.152,c,b
c.chromsome.305,c.152,c,c
c.chromsome.306,c.153,c,c
c.chromsome.307,c.153,c,c
c.chromsome.308,c.154,c,d
c.chromsome.309,c.154,c,c
c.chromsome.310,c.155,c,a
c.chromsome.311,c.155,c,a
c.chromsome.312,c.156,c,c
c.chromsome.313,c.156,c,c
c.chromsome.314,c.157,c,d
c.chromsome.315,c.157,c,d
c.chromsome.316,c.158,c,c
c.chromsome.317,c.158,c,c
c.chromsome.318,c.159,c,c
c.chromsome.319,c.159,c,a
c.chromsome.320,c.160,c,c
c.chromsome.321,c.160,c,c
c.chromsome.322,c.161,c,c
c.chromsome.323,c.161,c,c
c.chromsome.324,c.162,c,b
c.chromsome.325,c.162,c,c
c.chromsome.326,c.163,c,c
c.chromsome.327,c.163,c,c
c.chromsome.328,c.164,c,d
c.chromsome.329,c.164,c,c
c.chromsome.330,c.165,c,d
c.chromsome.331,c.165,c,d
c.chromsome.332,c.166,c,c
c.chromsome.333,c.166,c,c
c.chromsome.334,c.167,c,c
c.chromsome.335,c.167,c,c
c.chromsome.336,c.168,c,b
c.chromsome.337,c.168,c,c
c.chromsome.338,c.169,c,d
c.chromsome.339,c.169,c,c
c.chromsome.340,c.170,c,d
c.chromsome.341,c.170,c,b
c.chromsome.342,c.171,c,a
c.chromsome.343,c.171,c,b
c.chromsome.344,c.172,c,c
c.chromsome.345,c.172,c,a
c.chromsome.346,c.173,c,d
c.chromsome.347,c.173,c,d
c.chromsome.348,c.174,c,c
c.chromsome.349,c.174,c,b
c.chromsome.350,c.175,c,c
c.chromsome.351,c.175,c,c
c.chromsome.352,c.176,c,b
c.chromsome.353,c.176,c,c
c.chromsome.354,c.177,c,a
c.chromsome.355,c.177,c,c
c.chromsome.356,c.178,c,d
c.chromsome.357,c.178,c,c
c.chromsome.358,c.179,c,b
c.chromsome.359,c.179,c,b
c.chromsome.360,c.180,c,c
c.chromsome.361,c.180,c,a
c.chromsome.362,c.181,c,c
c.chromsome.363,c.181,c,d
c.chromsome.364,c.182,c,c
c.chromsome.365,c.182,c,c
c.chromsome.366,c.183,c,d
c.chromsome.367,c.183,c,d
c.chromsome.368,c.184,c,a
c.chromsome.369,c.184,c,d
c.chromsome.370,c.185,c,d
c.chromsome.371,c.185,c,b
c.chromsome.372,c.186,c,c
c.chromsome.373,c.186,c,c
c.chromsome.374,c.187,c,b
c.chromsome.375,c.187,c,a
c.chromsome.376,c.188,c,c
c.chromsome.377,c.188,c,c
c.chromsome.378,c.189,c,c
c.chromsome.379,c.189,c,b
c.chromsome.380,c.190,c,a
c.chromsome.381,c.190,c,c
c.chromsome.382,c.191,c,d
c.chromsome.383,c.191,c,a
c.chromsome.384,c.192,c,d
c.chromsome.385,c.192,c,b
c.chromsome.386,c.193,c,c
c.chromsome.387,c.193,c,c
c.chromsome.388,c.194,c,d
c.chromsome.389,c.194,c,a
c.chromsome.390,c.195,c,c
c.chromsome.391,c.195,c,d
c.chromsome.392,c.196,c,b
c.chromsome.393,c.196,c,a
c.chromsome.394,c.197,c,c
c.chromsome.395,c.197,c,c
c.chromsome.396,c.198,c,a
c.chromsome.397,c.198,c,d
c.chromsome.398,c.199,c,a
c.chromsome.399,c.199,c,c
c.chromsome.400,c.200,c,c
c.chromsome.401,c.200,c,c
c.chromsome.402,c.201,c,c
c.chromsome.403,c.201,c,b
c.chromsome.404,c.202,c,c
c.chromsome.405,c.202,c,d
c.chromsome.406,c.203,c,a
c.chromsome.407,c.203,c,a
c.chromsome.408,c.204,c,c
c.chromsome.409,c.204,c,c
c.chromsome.410,c.205,c,c
c.chromsome.411,c.205,c,a
c.chromsome.412,c.206,c,c
c.chromsome.413,c.206,c,c
c.chromsome.414,c.207,c,c
c.chromsome.415,c.207,c,a
c.chromsome.416,c.208,c,c
c.chromsome.417,c.208,c,a
c.chromsome.418,c.209,c,c
c.chromsome.419,c.209,c,c
c.chromsome.420,c.210,c,c
c.chromsome.421,c.210,c,c
c.chromsome.422,c.211,c,c
c.chromsome.423,c.211,c,d
c.chromsome.424,c.212,c,c
c.chromsome.425,c.212,c,b
c.chromsome.426,c.213,c,c
c.chromsome.427,c.213,c,c
c.chromsome.428,c.214,c,d
c.chromsome.429,c.214,c,a
c.chromsome.430,c.215,c,b
c.chromsome.431,c.215,c,b
c.chromsome.432,c.216,c,a
c.chromsome.433,c.216,c,c
c.chromsome.434,c.217,c,c
c.chromsome.435,c.217,c,b
c.chromsome.436,c.218,c,c
c.chromsome.437,c.218,c,c
c.chromsome.438,c.219,c,d
c.chromsome.439,c.219,c,c
c.chromsome.440,c.220,c,c
c.chromsome.441,c.220,c,d
c.chromsome.442,c.221,c,c
c.chromsome.443,c.221,c,c
c.chromsome.444,c.222,c,a
c.chromsome.445,c.222,c,c
c.chromsome.446,c.223,c,b
c.chromsome.447,c.223,c,c
c.chromsome.448,c.224,c,c
c.chromsome.449,c.224,c,c
c.chromsome.450,c.225,c,d
c.chromsome.451,c.225,c,c
c.chromsome.452,c.226,c,b
c.chromsome.453,c.226,c,c
c.chromsome.454,c.227,c,c
c.chromsome.455,c.227,c,d
c.chromsome.456,c.228,c,c
c.chromsome.457,c.228,c,b
c.chromsome.458,c.229,c,b
c.chromsome.459,c.229,c,a
c.chromsome.460,c.230,c,c
c.chromsome.461,c.230,c,a
c.chromsome.462,c.231,c,b
c.chromsome.463,c.231,c,c
c.chromsome.464,c.232,c,c
c.chromsome.465,c.232,c,a
c.chromsome.466,c.233,c,a
c.chromsome.467,c.233,c,c
c.chromsome.468,c.234,c,c
c.chromsome.469,c.234,c,b
c.chromsome.470,c.235,c,c
c.chromsome.471,c.235,c,c
c.chromsome.472,c.236,c,a
c.chromsome.473,c.236,c,d
c.chromsome.474,c.237,c,a
c.chromsome.475,c.237,c,d
c.chromsome.476,c.238,c,b
c.chromsome.477,c.238,c,a
c.chromsome.478,c.239,c,a
c.chromsome.479,c.239,c,c
c.chromsome.480,c.240,c,c
c.chromsome.481,c.240,c,a
c.chromsome.482,c.241,c,c
c.chromsome.483,c.241,c,c
c.chromsome.484,c.242,c,a
c.chromsome.485,c.242,c,c
c.chromsome.486,c.243,c,c
c.chromsome.487,c.243,c,c
c.chromsome.488,c.244,c,c
c.chromsome.489,c.244,c,b
c.chromsome.490,c.245,c,d
c.chromsome.491,c.245,c,c
c.chromsome.492,c.246,c,c
c.chromsome.493,c.246,c,b
c.chromsome.494,c.247,c,a
c.chromsome.495,c.247,c,b
c.chromsome.496,c.248,c,a
c.chromsome.497,c.248,c,c
c.chromsome.498,c.249,c,b
c.chromsome.499,c.249,c,b
d.chromsome.0,d.0,d,d
d.chromsome.1,d.0,d,d
d.chromsome.2,d.1,d,d
d.chromsome.3,d.1,d,a
d.chromsome.4,d.2,d,c
d.chromsome.5,d.2,d,b
d.chromsome.6,d.3,d,b
d.chromsome.7,d.3,d,c
d.chromsome.8,d.4,d,d
d.chromsome.9,d.4,d,d
d.chromsome.10,d.5,d,c
d.chromsome.11,d.5,d,d
d.chromsome.12,d.6,d,b
d.chromsome.13,d.6,d,d
d.chromsome.14,d.7,d,d
d.chromsome.15,d.7,d,d
d.chromsome.16,d.8,d,a
d.chromsome.17,d.8,d,c
d.chromsome.18,d.9,d,c
d.chromsome.19,d.9,d,a
d.chromsome.20,d.10,d,b
d.chromsome.21,d.10,d,d
d.chromsome.22,d.11,d,b
d.chromsome.23,d.11,d,b
d.chromsome.24,d.12,d,d
d.chromsome.25,d.12,d,c
d.chromsome.26,d.13,d,b
d.chromsome.27,d.13,d,a
d.chromsome.28,d.14,d,c
d.chromsome.29,d.14,d,d
d.chromsome.30,d.15,d,c
d.chromsome.31,d.15,d,d
d.chromsome.32,d.16,d,a
d.chromsome.33,d.16,d,b
d.chromsome.34,d.17,d,d
d.chromsome.35,d.17,d,d
d.chromsome.36,d.18,d,d
d.chromsome.37,d.18,d,d
d.chromsome.38,d.19,d,d
d.chromsome.39,d.19,d,c
d.chromsome.40,d.20,d,a
d.chromsome.41,d.20,d,d
d.chromsome.42,d.21,d,d
d.chromsome.43,d.21,d,a
d.chromsome.44,d.22,d,a
d.chromsome.45,d.22,d,d
d.chromsome.46,d.23,d,b
d.chromsome.47,d.23,d,b
d.chromsome.48,d.24,d,c
d.chromsome.49,d.24,d,b
d.chromsome.50,d.25,d,c
d.chromsome.51,d.25,d,a
d.chromsome.52,d.26,d,a
d.chromsome.53,d.26,d,d
d.chromsome.54,d.27,d,d
d.chromsome.55,d.27,d,d
d.chromsome.56,d.28,d,d
d.chromsome.57,d.28,d,d
d.chromsome.58,d.29,d,c
d.chromsome.59,d.29,d,d
d.chromsome.60,d.30,d,d
d.chromsome.61,d.30,d,c
d.chromsome.62,d.31,d,d
d.chromsome.63,d.31,d,c
d.chromsome.64,d.32,d,c
d.chromsome.65,d.32,d,c
d.chromsome.66,d.33,d,d
d.chromsome.67,d.33,d,d
d.chromsome.68,d.34,d,d
d.chromsome.69,d.34,d,c
d.chromsome.70,d.35,d,a
d.chromsome.71,d.35,d,c
d.chromsome.72,d.36,d,d
d.chromsome.73,d.36,d,d
d.chromsome.74,d.37,d,d
d.chromsome.75,d.37,d,d
d.chromsome.76,d.38,d,c
d.chromsome.77,d.38,d,c
d.chromsome.78,d.39,d,b
d.chromsome.79,d.39,d,d
d.chromsome.80,d.40,d,d
d.chromsome.81,d.40,d,a
d.chromsome.82,d.41,d,d
d.chromsome.83,d.41,d,a
d.chromsome.84,d.42,d,c
d.chromsome.85,d.42,d,c
d.chromsome.86,d.43,d,c
d.chromsome.87,d.43,d,b
d.chromsome.88,d.44,d,d
d.chromsome.89,d.44,d,c
d.chromsome.90,d.45,d,a
d.chromsome.91,d.45,d,d
d.chromsome.92,d.46,d,d
d.chromsome.93,d.46,d,b
d.chromsome.94,d.47,d,d
d.chromsome.95,d.47,d,d
d.chromsome.96,d.48,d,b
d.chromsome.97,d.48,d,b
d.chromsome.98,d.49,d,d
d.chromsome.99,d.49,d,c
d.chromsome.100,d.50,d,b
d.chromsome.101,d.50,d,b
d.chromsome.102,d.51,d,d
d.chromsome.103,d.51,d,d
d.chromsome.104,d.52,d,c
d.chromsome.105,d.52,d,d
d.chromsome.106,d.53,d,d
d.chromsome.107,d.53,d,d
d.chromsome.108,d.54,d,c
d.chromsome.109,d.54,d,c
d.chromsome.110,d.55,d,d
d.chromsome.111,d.55,d,d
d.chromsome.112,d.56,d,d
d.chromsome.113,d.56,d,d
d.chromsome.114,d.57,d,d
d.chromsome.115,d.57,d,c
d.chromsome.116,d.58,d,d
d.chromsome.117,d.58,d,c
d.chromsome.118,d.59,d,d
d.chromsome.119,d.59,d,d
d.chromsome.120,d.60,d,c
d.chromsome.121,d.60,d,b
d.chromsome.122,d.61,d,a
d.chromsome.123,d.61,d,a
d.chromsome.124,d.62,d,b
d.chromsome.125,d.62,d,b
d.chromsome.126,d.63,d,d
d.chromsome.127,d.63,d,d
d.chromsome.128,d.64,d,a
d.chromsome.129,d.64,d,a
d.chromsome.130,d.65,d,d
d.chromsome.131,d.65,d,d
d.chromsome.132,d.66,d,b
d.chromsome.133,d.66,d,d
d.chromsome.134,d.67,d,b
d.chromsome.135,d.67,d,a
d.chromsome.136,d.68,d,d
d.chromsome.137,d.68,d,c
d.chromsome.138,d.69,d,d
d.chromsome.139,d.69,d,d
d.chromsome.140,d.70,d,d
d.chromsome.141,d.70,d,d
d.chromsome.142,d.71,d,a
