,IDV,SUBPOP,ANC
a.chromsome.821,a.410,a,a
a.chromsome.822,a.411,a,a
a.chromsome.823,a.411,a,a
a.chromsome.824,a.412,a,a
a.chromsome.825,a.412,a,a
a.chromsome.826,a.413,a,a
a.chromsome.827,a.413,a,a
a.chromsome.828,a.414,a,a
a.chromsome.829,a.414,a,c
a.chromsome.830,a.415,a,a
a.chromsome.831,a.415,a,a
a.chromsome.832,a.416,a,a
a.chromsome.833,a.416,a,a
a.chromsome.834,a.417,a,a
a.chromsome.835,a.417,a,c
a.chromsome.836,a.418,a,b
a.chromsome.837,a.418,a,c
a.chromsome.838,a.419,a,a
a.chromsome.839,a.419,a,c
a.chromsome.840,a.420,a,c
a.chromsome.841,a.420,a,a
a.chromsome.842,a.421,a,a
a.chromsome.843,a.421,a,a
a.chromsome.844,a.422,a,d
a.chromsome.845,a.422,a,a
a.chromsome.846,a.423,a,a
a.chromsome.847,a.423,a,d
a.chromsome.848,a.424,a,a
a.chromsome.849,a.424,a,b
a.chromsome.850,a.425,a,a
a.chromsome.851,a.425,a,d
a.chromsome.852,a.426,a,b
a.chromsome.853,a.426,a,a
a.chromsome.854,a.427,a,a
a.chromsome.855,a.427,a,b
a.chromsome.856,a.428,a,a
a.chromsome.857,a.428,a,b
a.chromsome.858,a.429,a,a
a.chromsome.859,a.429,a,a
a.chromsome.860,a.430,a,d
a.chromsome.861,a.430,a,a
a.chromsome.862,a.431,a,a
a.chromsome.863,a.431,a,a
a.chromsome.864,a.432,a,c
a.chromsome.865,a.432,a,a
a.chromsome.866,a.433,a,b
a.chromsome.867,a.433,a,a
a.chromsome.868,a.434,a,b
a.chromsome.869,a.434,a,a
a.chromsome.870,a.435,a,a
a.chromsome.871,a.435,a,b
a.chromsome.872,a.436,a,d
a.chromsome.873,a.436,a,a
a.chromsome.874,a.437,a,a
a.chromsome.875,a.437,a,a
a.chromsome.876,a.438,a,d
a.chromsome.877,a.438,a,a
a.chromsome.878,a.439,a,a
a.chromsome.879,a.439,a,b
a.chromsome.880,a.440,a,d
a.chromsome.881,a.440,a,b
a.chromsome.882,a.441,a,a
a.chromsome.883,a.441,a,b
a.chromsome.884,a.442,a,d
a.chromsome.885,a.442,a,a
a.chromsome.886,a.443,a,c
a.chromsome.887,a.443,a,a
a.chromsome.888,a.444,a,a
a.chromsome.889,a.444,a,a
a.chromsome.890,a.445,a,d
a.chromsome.891,a.445,a,d
a.chromsome.892,a.446,a,c
a.chromsome.893,a.446,a,a
a.chromsome.894,a.447,a,a
a.chromsome.895,a.447,a,b
a.chromsome.896,a.448,a,d
a.chromsome.897,a.448,a,a
a.chromsome.898,a.449,a,b
a.chromsome.899,a.449,a,a
a.chromsome.900,a.450,a,a
a.chromsome.901,a.450,a,a
a.chromsome.902,a.451,a,a
a.chromsome.903,a.451,a,c
a.chromsome.904,a.452,a,a
a.chromsome.905,a.452,a,a
a.chromsome.906,a.453,a,a
a.chromsome.907,a.453,a,a
a.chromsome.908,a.454,a,b
a.chromsome.909,a.454,a,b
a.chromsome.910,a.455,a,a
a.chromsome.911,a.455,a,a
a.chromsome.912,a.456,a,c
a.chromsome.913,a.456,a,a
a.chromsome.914,a.457,a,c
a.chromsome.915,a.457,a,a
a.chromsome.916,a.458,a,d
a.chromsome.917,a.458,a,b
a.chromsome.918,a.459,a,b
a.chromsome.919,a.459,a,a
a.chromsome.920,a.460,a,a
a.chromsome.921,a.460,a,d
a.chromsome.922,a.461,a,c
a.chromsome.923,a.461,a,b
a.chromsome.924,a.462,a,a
a.chromsome.925,a.462,a,a
a.chromsome.926,a.463,a,a
a.chromsome.927,a.463,a,b
a.chromsome.928,a.464,a,b
a.chromsome.929,a.464,a,b
a.chromsome.930,a.465,a,a
a.chromsome.931,a.465,a,d
a.chromsome.932,a.466,a,c
a.chromsome.933,a.466,a,a
a.chromsome.934,a.467,a,c
a.chromsome.935,a.467,a,d
a.chromsome.936,a.468,a,d
a.chromsome.937,a.468,a,b
a.chromsome.938,a.469,a,d
a.chromsome.939,a.469,a,a
a.chromsome.940,a.470,a,c
a.chromsome.941,a.470,a,a
a.chromsome.942,a.471,a,d
a.chromsome.943,a.471,a,d
a.chromsome.944,a.472,a,d
a.chromsome.945,a.472,a,a
a.chromsome.946,a.473,a,b
a.chromsome.947,a.473,a,a
a.chromsome.948,a.474,a,a
a.chromsome.949,a.474,a,d
a.chromsome.950,a.475,a,c
a.chromsome.951,a.475,a,a
a.chromsome.952,a.476,a,d
a.chromsome.953,a.476,a,b
a.chromsome.954,a.477,a,b
a.chromsome.955,a.477,a,b
a.chromsome.956,a.478,a,d
a.chromsome.957,a.478,a,d
a.chromsome.958,a.479,a,a
a.chromsome.959,a.479,a,d
a.chromsome.960,a.480,a,a
a.chromsome.961,a.480,a,c
a.chromsome.962,a.481,a,a
a.chromsome.963,a.481,a,b
a.chromsome.964,a.482,a,c
a.chromsome.965,a.482,a,a
a.chromsome.966,a.483,a,a
a.chromsome.967,a.483,a,c
a.chromsome.968,a.484,a,a
a.chromsome.969,a.484,a,a
a.chromsome.970,a.485,a,d
a.chromsome.971,a.485,a,b
a.chromsome.972,a.486,a,a
a.chromsome.973,a.486,a,d
a.chromsome.974,a.487,a,a
a.chromsome.975,a.487,a,d
a.chromsome.976,a.488,a,a
a.chromsome.977,a.488,a,a
a.chromsome.978,a.489,a,b
a.chromsome.979,a.489,a,c
a.chromsome.980,a.490,a,d
a.chromsome.981,a.490,a,c
a.chromsome.982,a.491,a,a
a.chromsome.983,a.491,a,c
a.chromsome.984,a.492,a,a
a.chromsome.985,a.492,a,a
a.chromsome.986,a.493,a,c
a.chromsome.987,a.493,a,c
a.chromsome.988,a.494,a,d
a.chromsome.989,a.494,a,c
a.chromsome.990,a.495,a,a
a.chromsome.991,a.495,a,b
a.chromsome.992,a.496,a,b
a.chromsome.993,a.496,a,a
a.chromsome.994,a.497,a,a
a.chromsome.995,a.497,a,d
a.chromsome.996,a.498,a,a
a.chromsome.997,a.498,a,d
a.chromsome.998,a.499,a,a
a.chromsome.999,a.499,a,a
b.chromsome.0,b.0,b,b
b.chromsome.1,b.0,b,b
b.chromsome.2,b.1,b,b
b.chromsome.3,b.1,b,d
b.chromsome.4,b.2,b,b
b.chromsome.5,b.2,b,a
b.chromsome.6,b.3,b,b
b.chromsome.7,b.3,b,b
b.chromsome.8,b.4,b,c
b.chromsome.9,b.4,b,a
b.chromsome.10,b.5,b,c
b.chromsome.11,b.5,b,b
b.chromsome.12,b.6,b,b
b.chromsome.13,b.6,b,b
b.chromsome.14,b.7,b,c
b.chromsome.15,b.7,b,b
b.chromsome.16,b.8,b,c
b.chromsome.17,b.8,b,b
b.chromsome.18,b.9,b,b
b.chromsome.19,b.9,b,b
b.chromsome.20,b.10,b,a
b.chromsome.21,b.10,b,b
b.chromsome.22,b.11,b,b
b.chromsome.23,b.11,b,a
b.chromsome.24,b.12,b,c
b.chromsome.25,b.12,b,b
b.chromsome.26,b.13,b,b
b.chromsome.27,b.13,b,d
b.chromsome.28,b.14,b,c
b.chromsome.29,b.14,b,b
b.chromsome.30,b.15,b,b
b.chromsome.31,b.15,b,d
b.chromsome.32,b.16,b,a
b.chromsome.33,b.16,b,b
b.chromsome.34,b.17,b,d
b.chromsome.35,b.17,b,d
b.chromsome.36,b.18,b,a
b.chromsome.37,b.18,b,b
b.chromsome.38,b.19,b,b
b.chromsome.39,b.19,b,c
b.chromsome.40,b.20,b,d
b.chromsome.41,b.20,b,b
b.chromsome.42,b.21,b,b
b.chromsome.43,b.21,b,d
b.chromsome.44,b.22,b,b
b.chromsome.45,b.22,b,a
b.chromsome.46,b.23,b,b
b.chromsome.47,b.23,b,a
b.chromsome.48,b.24,b,b
b.chromsome.49,b.24,b,b
b.chromsome.50,b.25,b,b
b.chromsome.51,b.25,b,d
b.chromsome.52,b.26,b,a
b.chromsome.53,b.26,b,d
b.chromsome.54,b.27,b,b
b.chromsome.55,b.27,b,b
b.chromsome.56,b.28,b,b
b.chromsome.57,b.28,b,b
b.chromsome.58,b.29,b,b
b.chromsome.59,b.29,b,b
b.chromsome.60,b.30,b,b
b.chromsome.61,b.30,b,a
b.chromsome.62,b.31,b,a
b.chromsome.63,b.31,b,a
b.chromsome.64,b.32,b,a
b.chromsome.65,b.32,b,b
b.chromsome.66,b.33,b,a
b.chromsome.67,b.33,b,b
b.chromsome.68,b.34,b,b
b.chromsome.69,b.34,b,b
b.chromsome.70,b.35,b,b
b.chromsome.71,b.35,b,a
b.chromsome.72,b.36,b,b
b.chromsome.73,b.36,b,d
b.chromsome.74,b.37,b,c
b.chromsome.75,b.37,b,b
b.chromsome.76,b.38,b,d
b.chromsome.77,b.38,b,d
b.chromsome.78,b.39,b,b
b.chromsome.79,b.39,b,b
b.chromsome.80,b.40,b,b
b.chromsome.81,b.40,b,b
b.chromsome.82,b.41,b,a
b.chromsome.83,b.41,b,b
b.chromsome.84,b.42,b,c
b.chromsome.85,b.42,b,a
b.chromsome.86,b.43,b,b
b.chromsome.87,b.43,b,b
b.chromsome.88,b.44,b,a
b.chromsome.89,b.44,b,a
b.chromsome.90,b.45,b,a
b.chromsome.91,b.45,b,a
b.chromsome.92,b.46,b,a
b.chromsome.93,b.46,b,a
b.chromsome.94,b.47,b,b
b.chromsome.95,b.47,b,b
b.chromsome.96,b.48,b,b
b.chromsome.97,b.48,b,b
b.chromsome.98,b.49,b,b
b.chromsome.99,b.49,b,a
b.chromsome.100,b.50,b,a
b.chromsome.101,b.50,b,b
b.chromsome.102,b.51,b,a
b.chromsome.103,b.51,b,b
b.chromsome.104,b.52,b,b
b.chromsome.105,b.52,b,d
b.chromsome.106,b.53,b,d
b.chromsome.107,b.53,b,a
b.chromsome.108,b.54,b,b
b.chromsome.109,b.54,b,a
b.chromsome.110,b.55,b,a
b.chromsome.111,b.55,b,b
b.chromsome.112,b.56,b,c
b.chromsome.113,b.56,b,c
b.chromsome.114,b.57,b,c
b.chromsome.115,b.57,b,a
b.chromsome.116,b.58,b,b
b.chromsome.117,b.58,b,b
b.chromsome.118,b.59,b,b
b.chromsome.119,b.59,b,a
b.chromsome.120,b.60,b,b
b.chromsome.121,b.60,b,a
b.chromsome.122,b.61,b,b
b.chromsome.123,b.61,b,c
b.chromsome.124,b.62,b,b
b.chromsome.125,b.62,b,b
b.chromsome.126,b.63,b,b
b.chromsome.127,b.63,b,d
b.chromsome.128,b.64,b,d
b.chromsome.129,b.64,b,b
b.chromsome.130,b.65,b,d
b.chromsome.131,b.65,b,c
b.chromsome.132,b.66,b,b
b.chromsome.133,b.66,b,b
b.chromsome.134,b.67,b,b
b.chromsome.135,b.67,b,a
b.chromsome.136,b.68,b,d
b.chromsome.137,b.68,b,b
b.chromsome.138,b.69,b,c
b.chromsome.139,b.69,b,a
b.chromsome.140,b.70,b,d
b.chromsome.141,b.70,b,b
b.chromsome.142,b.71,b,b
b.chromsome.143,b.71,b,b
b.chromsome.144,b.72,b,a
b.chromsome.145,b.72,b,b
b.chromsome.146,b.73,b,d
b.chromsome.147,b.73,b,c
b.chromsome.148,b.74,b,c
b.chromsome.149,b.74,b,d
b.chromsome.150,b.75,b,b
b.chromsome.151,b.75,b,b
b.chromsome.152,b.76,b,c
b.chromsome.153,b.76,b,b
b.chromsome.154,b.77,b,b
b.chromsome.155,b.77,b,a
b.chromsome.156,b.78,b,a
b.chromsome.157,b.78,b,b
b.chromsome.158,b.79,b,d
b.chromsome.159,b.79,b,a
b.chromsome.160,b.80,b,c
b.chromsome.161,b.80,b,b
b.chromsome.162,b.81,b,a
b.chromsome.163,b.81,b,b
b.chromsome.164,b.82,b,b
b.chromsome.165,b.82,b,b
b.chromsome.166,b.83,b,c
b.chromsome.167,b.83,b,b
b.chromsome.168,b.84,b,c
b.chromsome.169,b.84,b,c
b.chromsome.170,b.85,b,c
b.chromsome.171,b.85,b,b
b.chromsome.172,b.86,b,b
b.chromsome.173,b.86,b,d
b.chromsome.174,b.87,b,b
b.chromsome.175,b.87,b,b
b.chromsome.176,b.88,b,d
b.chromsome.177,b.88,b,b
b.chromsome.178,b.89,b,a
b.chromsome.179,b.89,b,d
b.chromsome.180,b.90,b,b
b.chromsome.181,b.90,b,b
b.chromsome.182,b.91,b,a
b.chromsome.183,b.91,b,b
b.chromsome.184,b.92,b,a
b.chromsome.185,b.92,b,a
b.chromsome.186,b.93,b,b
b.chromsome.187,b.93,b,b
b.chromsome.188,b.94,b,d
b.chromsome.189,b.94,b,d
b.chromsome.190,b.95,b,b
b.chromsome.191,b.95,b,b
b.chromsome.192,b.96,b,c
b.chromsome.193,b.96,b,d
b.chromsome.194,b.97,b,a
b.chromsome.195,b.97,b,b
b.chromsome.196,b.98,b,b
b.chromsome.197,b.98,b,a
b.chromsome.198,b.99,b,c
b.chromsome.199,b.99,b,a
b.chromsome.200,b.100,b,c
b.chromsome.201,b.100,b,a
b.chromsome.202,b.101,b,b
b.chromsome.203,b.101,b,c
b.chromsome.204,b.102,b,b
b.chromsome.205,b.102,b,c
b.chromsome.206,b.103,b,b
b.chromsome.207,b.103,b,b
b.chromsome.208,b.104,b,b
b.chromsome.209,b.104,b,b
b.chromsome.210,b.105,b,b
b.chromsome.211,b.105,b,b
b.chromsome.212,b.106,b,a
b.chromsome.213,b.106,b,b
b.chromsome.214,b.107,b,a
b.chromsome.215,b.107,b,c
b.chromsome.216,b.108,b,d
b.chromsome.217,b.108,b,b
b.chromsome.218,b.109,b,b
b.chromsome.219,b.109,b,b
b.chromsome.220,b.110,b,d
b.chromsome.221,b.110,b,b
b.chromsome.222,b.111,b,b
b.chromsome.223,b.111,b,c
b.chromsome.224,b.112,b,c
b.chromsome.225,b.112,b,a
b.chromsome.226,b.113,b,c
b.chromsome.227,b.113,b,c
b.chromsome.228,b.114,b,b
b.chromsome.229,b.114,b,a
b.chromsome.230,b.115,b,b
b.chromsome.231,b.115,b,a
b.chromsome.232,b.116,b,b
b.chromsome.233,b.116,b,a
b.chromsome.234,b.117,b,d
b.chromsome.235,b.117,b,b
b.chromsome.236,b.118,b,d
b.chromsome.237,b.118,b,d
b.chromsome.238,b.119,b,b
b.chromsome.239,b.119,b,b
b.chromsome.240,b.120,b,b
b.chromsome.241,b.120,b,d
b.chromsome.242,b.121,b,c
b.chromsome.243,b.121,b,c
b.chromsome.244,b.122,b,a
b.chromsome.245,b.122,b,b
b.chromsome.246,b.123,b,d
b.chromsome.247,b.123,b,b
b.chromsome.248,b.124,b,b
b.chromsome.249,b.124,b,a
b.chromsome.250,b.125,b,d
b.chromsome.251,b.125,b,b
b.chromsome.252,b.126,b,d
b.chromsome.253,b.126,b,b
b.chromsome.254,b.127,b,d
b.chromsome.255,b.127,b,c
b.chromsome.256,b.128,b,c
b.chromsome.257,b.128,b,b
b.chromsome.258,b.129,b,a
b.chromsome.259,b.129,b,a
b.chromsome.260,b.130,b,b
b.chromsome.261,b.130,b,b
b.chromsome.262,b.131,b,b
b.chromsome.263,b.131,b,b
b.chromsome.264,b.132,b,a
b.chromsome.265,b.132,b,b
b.chromsome.266,b.133,b,a
b.chromsome.267,b.133,b,b
b.chromsome.268,b.134,b,c
b.chromsome.269,b.134,b,b
b.chromsome.270,b.135,b,a
b.chromsome.271,b.135,b,c
b.chromsome.272,b.136,b,a
b.chromsome.273,b.136,b,b
b.chromsome.274,b.137,b,a
b.chromsome.275,b.137,b,d
b.chromsome.276,b.138,b,c
b.chromsome.277,b.138,b,b
b.chromsome.278,b.139,b,a
b.chromsome.279,b.139,b,b
b.chromsome.280,b.140,b,a
b.chromsome.281,b.140,b,a
b.chromsome.282,b.141,b,b
b.chromsome.283,b.141,b,c
b.chromsome.284,b.142,b,c
b.chromsome.285,b.142,b,b
b.chromsome.286,b.143,b,a
b.chromsome.287,b.143,b,a
b.chromsome.288,b.144,b,c
b.chromsome.289,b.144,b,d
b.chromsome.290,b.145,b,b
b.chromsome.291,b.145,b,b
b.chromsome.292,b.146,b,a
b.chromsome.293,b.146,b,b
b.chromsome.294,b.147,b,b
b.chromsome.295,b.147,b,b
b.chromsome.296,b.148,b,d
b.chromsome.297,b.148,b,b
b.chromsome.298,b.149,b,b
b.chromsome.299,b.149,b,b
b.chromsome.300,b.150,b,a
b.chromsome.301,b.150,b,b
b.chromsome.302,b.151,b,b
b.chromsome.303,b.151,b,b
b.chromsome.304,b.152,b,b
b.chromsome.305,b.152,b,b
b.chromsome.306,b.153,b,b
b.chromsome.307,b.153,b,b
b.chromsome.308,b.154,b,b
b.chromsome.309,b.154,b,b
b.chromsome.310,b.155,b,a
b.chromsome.311,b.155,b,b
b.chromsome.312,b.156,b,a
b.chromsome.313,b.156,b,c
b.chromsome.314,b.157,b,d
b.chromsome.315,b.157,b,b
b.chromsome.316,b.158,b,b
b.chromsome.317,b.158,b,a
b.chromsome.318,b.159,b,a
b.chromsome.319,b.159,b,a
b.chromsome.320,b.160,b,a
b.chromsome.321,b.160,b,b
b.chromsome.322,b.161,b,c
b.chromsome.323,b.161,b,b
b.chromsome.324,b.162,b,c
b.chromsome.325,b.162,b,d
b.chromsome.326,b.163,b,b
b.chromsome.327,b.163,b,d
b.chromsome.328,b.164,b,b
b.chromsome.329,b.164,b,b
b.chromsome.330,b.165,b,b
b.chromsome.331,b.165,b,b
b.chromsome.332,b.166,b,b
b.chromsome.333,b.166,b,c
b.chromsome.334,b.167,b,a
b.chromsome.335,b.167,b,b
b.chromsome.336,b.168,b,b
b.chromsome.337,b.168,b,b
b.chromsome.338,b.169,b,b
b.chromsome.339,b.169,b,b
b.chromsome.340,b.170,b,b
b.chromsome.341,b.170,b,d
b.chromsome.342,b.171,b,d
b.chromsome.343,b.171,b,b
b.chromsome.344,b.172,b,d
b.chromsome.345,b.172,b,d
b.chromsome.346,b.173,b,d
b.chromsome.347,b.173,b,b
b.chromsome.348,b.174,b,d
b.chromsome.349,b.174,b,b
b.chromsome.350,b.175,b,b
b.chromsome.351,b.175,b,a
b.chromsome.352,b.176,b,b
b.chromsome.353,b.176,b,b
b.chromsome.354,b.177,b,a
b.chromsome.355,b.177,b,b
b.chromsome.356,b.178,b,c
b.chromsome.357,b.178,b,b
b.chromsome.358,b.179,b,b
b.chromsome.359,b.179,b,c
b.chromsome.360,b.180,b,d
b.chromsome.361,b.180,b,c
b.chromsome.362,b.181,b,b
b.chromsome.363,b.181,b,d
b.chromsome.364,b.182,b,c
b.chromsome.365,b.182,b,d
b.chromsome.366,b.183,b,b
b.chromsome.367,b.183,b,b
b.chromsome.368,b.184,b,c
b.chromsome.369,b.184,b,c
b.chromsome.370,b.185,b,b
b.chromsome.371,b.185,b,d
b.chromsome.372,b.186,b,b
b.chromsome.373,b.186,b,c
b.chromsome.374,b.187,b,b
b.chromsome.375,b.187,b,a
b.chromsome.376,b.188,b,a
b.chromsome.377,b.188,b,d
b.chromsome.378,b.189,b,b
b.chromsome.379,b.189,b,d
b.chromsome.380,b.190,b,b
b.chromsome.381,b.190,b,a
b.chromsome.382,b.191,b,d
b.chromsome.383,b.191,b,b
b.chromsome.384,b.192,b,b
b.chromsome.385,b.192,b,c
b.chromsome.386,b.193,b,a
b.chromsome.387,b.193,b,c
b.chromsome.388,b.194,b,c
b.chromsome.389,b.194,b,d
b.chromsome.390,b.195,b,d
b.chromsome.391,b.195,b,c
b.chromsome.392,b.196,b,b
b.chromsome.393,b.196,b,b
b.chromsome.394,b.197,b,b
b.chromsome.395,b.197,b,b
b.chromsome.396,b.198,b,a
b.chromsome.397,b.198,b,a
b.chromsome.398,b.199,b,b
b.chromsome.399,b.199,b,b
b.chromsome.400,b.200,b,a
b.chromsome.401,b.200,b,d
b.chromsome.402,b.201,b,c
b.chromsome.403,b.201,b,b
b.chromsome.404,b.202,b,a
b.chromsome.405,b.202,b,b
b.chromsome.406,b.203,b,a
b.chromsome.407,b.203,b,c
b.chromsome.408,b.204,b,c
b.chromsome.409,b.204,b,c
b.chromsome.410,b.205,b,d
b.chromsome.411,b.205,b,c
b.chromsome.412,b.206,b,b
b.chromsome.413,b.206,b,b
b.chromsome.414,b.207,b,b
b.chromsome.415,b.207,b,c
b.chromsome.416,b.208,b,b
b.chromsome.417,b.208,b,b
b.chromsome.418,b.209,b,b
b.chromsome.419,b.209,b,a
b.chromsome.420,b.210,b,b
b.chromsome.421,b.210,b,a
b.chromsome.422,b.211,b,a
b.chromsome.423,b.211,b,a
b.chromsome.424,b.212,b,b
b.chromsome.425,b.212,b,d
b.chromsome.426,b.213,b,b
b.chromsome.427,b.213,b,a
b.chromsome.428,b.214,b,c
b.chromsome.429,b.214,b,b
b.chromsome.430,b.215,b,a
b.chromsome.431,b.215,b,b
b.chromsome.432,b.216,b,a
b.chromsome.433,b.216,b,c
b.chromsome.434,b.217,b,b
b.chromsome.435,b.217,b,b
b.chromsome.436,b.218,b,b
b.chromsome.437,b.218,b,b
b.chromsome.438,b.219,b,d
b.chromsome.439,b.219,b,a
b.chromsome.440,b.220,b,b
b.chromsome.441,b.220,b,d
b.chromsome.442,b.221,b,c
b.chromsome.443,b.221,b,b
b.chromsome.444,b.222,b,b
b.chromsome.445,b.222,b,b
b.chromsome.446,b.223,b,b
b.chromsome.447,b.223,b,b
b.chromsome.448,b.224,b,d
b.chromsome.449,b.224,b,b
b.chromsome.450,b.225,b,c
b.chromsome.451,b.225,b,b
b.chromsome.452,b.226,b,c
b.chromsome.453,b.226,b,b
b.chromsome.454,b.227,b,b
b.chromsome.455,b.227,b,a
b.chromsome.456,b.228,b,b
b.chromsome.457,b.228,b,d
b.chromsome.458,b.229,b,d
b.chromsome.459,b.229,b,c
b.chromsome.460,b.230,b,c
b.chromsome.461,b.230,b,b
b.chromsome.462,b.231,b,c
b.chromsome.463,b.231,b,a
b.chromsome.464,b.232,b,b
b.chromsome.465,b.232,b,b
b.chromsome.466,b.233,b,b
b.chromsome.467,b.233,b,a
b.chromsome.468,b.234,b,b
b.chromsome.469,b.234,b,a
b.chromsome.470,b.235,b,b
b.chromsome.471,b.235,b,b
b.chromsome.472,b.236,b,c
b.chromsome.473,b.236,b,a
b.chromsome.474,b.237,b,a
b.chromsome.475,b.237,b,c
b.chromsome.476,b.238,b,d
b.chromsome.477,b.238,b,b
b.chromsome.478,b.239,b,b
b.chromsome.479,b.239,b,b
b.chromsome.480,b.240,b,b
b.chromsome.481,b.240,b,b
b.chromsome.482,b.241,b,b
b.chromsome.483,b.241,b,b
b.chromsome.484,b.242,b,c
b.chromsome.485,b.242,b,a
b.chromsome.486,b.243,b,d
b.chromsome.487,b.243,b,c
b.chromsome.488,b.244,b,a
b.chromsome.489,b.244,b,b
b.chromsome.490,b.245,b,b
b.chromsome.491,b.245,b,a
b.chromsome.492,b.246,b,b
b.chromsome.493,b.246,b,b
b.chromsome.494,b.247,b,a
b.chromsome.495,b.247,b,b
b.chromsome.496,b.248,b,b
b.chromsome.497,b.248,b,b
b.chromsome.498,b.249,b,b
b.chromsome.499,b.249,b,a
b.chromsome.500,b.250,b,b
b.chromsome.501,b.250,b,d
b.chromsome.502,b.251,b,c
b.chromsome.503,b.251,b,c
b.chromsome.504,b.252,b,d
b.chromsome.505,b.252,b,a
b.chromsome.506,b.253,b,b
b.chromsome.507,b.253,b,b
b.chromsome.508,b.254,b,a
b.chromsome.509,b.254,b,d
b.chromsome.510,b.255,b,b
b.chromsome.511,b.255,b,b
b.chromsome.512,b.256,b,b
b.chromsome.513,b.256,b,b
b.chromsome.514,b.257,b,d
b.chromsome.515,b.257,b,c
b.chromsome.516,b.258,b,b
b.chromsome.517,b.258,b,c
b.chromsome.518,b.259,b,a
b.chromsome.519,b.259,b,a
b.chromsome.520,b.260,b,b
b.chromsome.521,b.260,b,a
b.chromsome.522,b.261,b,a
b.chromsome.523,b.261,b,b
b.chromsome.524,b.262,b,a
b.chromsome.525,b.262,b,c
b.chromsome.526,b.263,b,b
b.chromsome.527,b.263,b,b
b.chromsome.528,b.264,b,b
b.chromsome.529,b.264,b,b
b.chromsome.530,b.265,b,a
b.chromsome.531,b.265,b,c
b.chromsome.532,b.266,b,b
b.chromsome.533,b.266,b,a
b.chromsome.534,b.267,b,b
b.chromsome.535,b.267,b,b
b.chromsome.536,b.268,b,d
b.chromsome.537,b.268,b,a
b.chromsome.538,b.269,b,b
b.chromsome.539,b.269,b,a
b.chromsome.540,b.270,b,b
b.chromsome.541,b.270,b,d
b.chromsome.542,b.271,b,c
b.chromsome.543,b.271,b,d
b.chromsome.544,b.272,b,b
b.chromsome.545,b.272,b,b
b.chromsome.546,b.273,b,a
b.chromsome.547,b.273,b,c
b.chromsome.548,b.274,b,b
b.chromsome.549,b.274,b,b
b.chromsome.550,b.275,b,d
b.chromsome.551,b.275,b,c
b.chromsome.552,b.276,b,b
b.chromsome.553,b.276,b,a
b.chromsome.554,b.277,b,a
b.chromsome.555,b.277,b,d
b.chromsome.556,b.278,b,b
b.chromsome.557,b.278,b,b
b.chromsome.558,b.279,b,a
b.chromsome.559,b.279,b,b
b.chromsome.560,b.280,b,b
b.chromsome.561,b.280,b,b
b.chromsome.562,b.281,b,d
b.chromsome.563,b.281,b,d
b.chromsome.564,b.282,b,b
b.chromsome.565,b.282,b,a
b.chromsome.566,b.283,b,b
b.chromsome.567,b.283,b,d
b.chromsome.568,b.284,b,b
b.chromsome.569,b.284,b,c
b.chromsome.570,b.285,b,c
b.chromsome.571,b.285,b,b
b.chromsome.572,b.286,b,c
b.chromsome.573,b.286,b,b
b.chromsome.574,b.287,b,b
b.chromsome.575,b.287,b,b
b.chromsome.576,b.288,b,c
b.chromsome.577,b.288,b,b
b.chromsome.578,b.289,b,d
b.chromsome.579,b.289,b,b
b.chromsome.580,b.290,b,b
b.chromsome.581,b.290,b,d
b.chromsome.582,b.291,b,c
b.chromsome.583,b.291,b,b
b.chromsome.584,b.292,b,b
b.chromsome.585,b.292,b,b
b.chromsome.586,b.293,b,b
b.chromsome.587,b.293,b,c
b.chromsome.588,b.294,b,b
b.chromsome.589,b.294,b,b
b.chromsome.590,b.295,b,b
b.chromsome.591,b.295,b,a
b.chromsome.592,b.296,b,a
b.chromsome.593,b.296,b,d
b.chromsome.594,b.297,b,a
b.chromsome.595,b.297,b,c
b.chromsome.596,b.298,b,b
b.chromsome.597,b.298,b,d
b.chromsome.598,b.299,b,b
b.chromsome.599,b.299,b,d
b.chromsome.600,b.300,b,b
b.chromsome.601,b.300,b,b
b.chromsome.602,b.301,b,b
b.chromsome.603,b.301,b,b
b.chromsome.604,b.302,b,c
b.chromsome.605,b.302,b,c
b.chromsome.606,b.303,b,b
b.chromsome.607,b.303,b,d
b.chromsome.608,b.304,b,a
b.chromsome.609,b.304,b,b
b.chromsome.610,b.305,b,b
b.chromsome.611,b.305,b,a
b.chromsome.612,b.306,b,b
b.chromsome.613,b.306,b,b
b.chromsome.614,b.307,b,b
b.chromsome.615,b.307,b,b
b.chromsome.616,b.308,b,d
b.chromsome.617,b.308,b,b
b.chromsome.618,b.309,b,b
b.chromsome.619,b.309,b,b
b.chromsome.620,b.310,b,b
b.chromsome.621,b.310,b,c
b.chromsome.622,b.311,b,c
b.chromsome.623,b.311,b,a
b.chromsome.624,b.312,b,b
b.chromsome.625,b.312,b,c
b.chromsome.626,b.313,b,b
b.chromsome.627,b.313,b,c
b.chromsome.628,b.314,b,b
b.chromsome.629,b.314,b,b
b.chromsome.630,b.315,b,d
b.chromsome.631,b.315,b,b
b.chromsome.632,b.316,b,d
b.chromsome.633,b.316,b,b
b.chromsome.634,b.317,b,c
b.chromsome.635,b.317,b,a
b.chromsome.636,b.318,b,d
b.chromsome.637,b.318,b,b
b.chromsome.638,b.319,b,b
b.chromsome.639,b.319,b,a
b.chromsome.640,b.320,b,b
b.chromsome.641,b.320,b,c
b.chromsome.642,b.321,b,b
