,IDV,SUBPOP,ANC
a.chromsome.821,a.410,a,d
a.chromsome.822,a.411,a,d
a.chromsome.823,a.411,a,a
a.chromsome.824,a.412,a,b
a.chromsome.825,a.412,a,d
a.chromsome.826,a.413,a,a
a.chromsome.827,a.413,a,a
a.chromsome.828,a.414,a,a
a.chromsome.829,a.414,a,d
a.chromsome.830,a.415,a,a
a.chromsome.831,a.415,a,d
a.chromsome.832,a.416,a,d
a.chromsome.833,a.416,a,d
a.chromsome.834,a.417,a,d
a.chromsome.835,a.417,a,d
a.chromsome.836,a.418,a,b
a.chromsome.837,a.418,a,a
a.chromsome.838,a.419,a,d
a.chromsome.839,a.419,a,b
a.chromsome.840,a.420,a,a
a.chromsome.841,a.420,a,d
a.chromsome.842,a.421,a,b
a.chromsome.843,a.421,a,d
a.chromsome.844,a.422,a,d
a.chromsome.845,a.422,a,b
a.chromsome.846,a.423,a,a
a.chromsome.847,a.423,a,d
a.chromsome.848,a.424,a,a
a.chromsome.849,a.424,a,a
a.chromsome.850,a.425,a,b
a.chromsome.851,a.425,a,d
a.chromsome.852,a.426,a,d
a.chromsome.853,a.426,a,a
a.chromsome.854,a.427,a,d
a.chromsome.855,a.427,a,d
a.chromsome.856,a.428,a,b
a.chromsome.857,a.428,a,d
a.chromsome.858,a.429,a,d
a.chromsome.859,a.429,a,d
a.chromsome.860,a.430,a,d
a.chromsome.861,a.430,a,a
a.chromsome.862,a.431,a,d
a.chromsome.863,a.431,a,a
a.chromsome.864,a.432,a,d
a.chromsome.865,a.432,a,d
a.chromsome.866,a.433,a,a
a.chromsome.867,a.433,a,d
a.chromsome.868,a.434,a,d
a.chromsome.869,a.434,a,d
a.chromsome.870,a.435,a,a
a.chromsome.871,a.435,a,d
a.chromsome.872,a.436,a,d
a.chromsome.873,a.436,a,d
a.chromsome.874,a.437,a,d
a.chromsome.875,a.437,a,d
a.chromsome.876,a.438,a,d
a.chromsome.877,a.438,a,d
a.chromsome.878,a.439,a,d
a.chromsome.879,a.439,a,d
a.chromsome.880,a.440,a,a
a.chromsome.881,a.440,a,d
a.chromsome.882,a.441,a,a
a.chromsome.883,a.441,a,b
a.chromsome.884,a.442,a,d
a.chromsome.885,a.442,a,d
a.chromsome.886,a.443,a,d
a.chromsome.887,a.443,a,a
a.chromsome.888,a.444,a,b
a.chromsome.889,a.444,a,b
a.chromsome.890,a.445,a,d
a.chromsome.891,a.445,a,d
a.chromsome.892,a.446,a,a
a.chromsome.893,a.446,a,b
a.chromsome.894,a.447,a,d
a.chromsome.895,a.447,a,a
a.chromsome.896,a.448,a,d
a.chromsome.897,a.448,a,a
a.chromsome.898,a.449,a,a
a.chromsome.899,a.449,a,b
a.chromsome.900,a.450,a,c
a.chromsome.901,a.450,a,a
a.chromsome.902,a.451,a,b
a.chromsome.903,a.451,a,d
a.chromsome.904,a.452,a,b
a.chromsome.905,a.452,a,a
a.chromsome.906,a.453,a,d
a.chromsome.907,a.453,a,d
a.chromsome.908,a.454,a,a
a.chromsome.909,a.454,a,b
a.chromsome.910,a.455,a,d
a.chromsome.911,a.455,a,b
a.chromsome.912,a.456,a,d
a.chromsome.913,a.456,a,d
a.chromsome.914,a.457,a,d
a.chromsome.915,a.457,a,d
a.chromsome.916,a.458,a,d
a.chromsome.917,a.458,a,a
a.chromsome.918,a.459,a,a
a.chromsome.919,a.459,a,d
a.chromsome.920,a.460,a,c
a.chromsome.921,a.460,a,d
a.chromsome.922,a.461,a,a
a.chromsome.923,a.461,a,a
a.chromsome.924,a.462,a,d
a.chromsome.925,a.462,a,d
a.chromsome.926,a.463,a,d
a.chromsome.927,a.463,a,d
a.chromsome.928,a.464,a,d
a.chromsome.929,a.464,a,a
a.chromsome.930,a.465,a,d
a.chromsome.931,a.465,a,d
a.chromsome.932,a.466,a,a
a.chromsome.933,a.466,a,d
a.chromsome.934,a.467,a,b
a.chromsome.935,a.467,a,c
a.chromsome.936,a.468,a,a
a.chromsome.937,a.468,a,d
a.chromsome.938,a.469,a,a
a.chromsome.939,a.469,a,a
a.chromsome.940,a.470,a,d
a.chromsome.941,a.470,a,d
a.chromsome.942,a.471,a,d
a.chromsome.943,a.471,a,d
a.chromsome.944,a.472,a,d
a.chromsome.945,a.472,a,a
a.chromsome.946,a.473,a,c
a.chromsome.947,a.473,a,d
a.chromsome.948,a.474,a,d
a.chromsome.949,a.474,a,d
a.chromsome.950,a.475,a,a
a.chromsome.951,a.475,a,a
a.chromsome.952,a.476,a,d
a.chromsome.953,a.476,a,d
a.chromsome.954,a.477,a,a
a.chromsome.955,a.477,a,d
a.chromsome.956,a.478,a,d
a.chromsome.957,a.478,a,d
a.chromsome.958,a.479,a,d
a.chromsome.959,a.479,a,a
a.chromsome.960,a.480,a,d
a.chromsome.961,a.480,a,d
a.chromsome.962,a.481,a,d
a.chromsome.963,a.481,a,d
a.chromsome.964,a.482,a,a
a.chromsome.965,a.482,a,b
a.chromsome.966,a.483,a,a
a.chromsome.967,a.483,a,b
a.chromsome.968,a.484,a,a
a.chromsome.969,a.484,a,a
a.chromsome.970,a.485,a,b
a.chromsome.971,a.485,a,d
a.chromsome.972,a.486,a,a
a.chromsome.973,a.486,a,a
a.chromsome.974,a.487,a,d
a.chromsome.975,a.487,a,d
a.chromsome.976,a.488,a,d
a.chromsome.977,a.488,a,d
a.chromsome.978,a.489,a,a
a.chromsome.979,a.489,a,d
a.chromsome.980,a.490,a,c
a.chromsome.981,a.490,a,a
a.chromsome.982,a.491,a,d
a.chromsome.983,a.491,a,d
a.chromsome.984,a.492,a,c
a.chromsome.985,a.492,a,a
a.chromsome.986,a.493,a,a
a.chromsome.987,a.493,a,d
a.chromsome.988,a.494,a,a
a.chromsome.989,a.494,a,b
a.chromsome.990,a.495,a,d
a.chromsome.991,a.495,a,c
a.chromsome.992,a.496,a,d
a.chromsome.993,a.496,a,c
a.chromsome.994,a.497,a,d
a.chromsome.995,a.497,a,b
a.chromsome.996,a.498,a,d
a.chromsome.997,a.498,a,d
a.chromsome.998,a.499,a,a
a.chromsome.999,a.499,a,d
b.chromsome.0,b.0,b,d
b.chromsome.1,b.0,b,d
b.chromsome.2,b.1,b,d
b.chromsome.3,b.1,b,b
b.chromsome.4,b.2,b,c
b.chromsome.5,b.2,b,d
b.chromsome.6,b.3,b,d
b.chromsome.7,b.3,b,d
b.chromsome.8,b.4,b,a
b.chromsome.9,b.4,b,c
b.chromsome.10,b.5,b,d
b.chromsome.11,b.5,b,b
b.chromsome.12,b.6,b,b
b.chromsome.13,b.6,b,d
b.chromsome.14,b.7,b,b
b.chromsome.15,b.7,b,d
b.chromsome.16,b.8,b,b
b.chromsome.17,b.8,b,d
b.chromsome.18,b.9,b,b
b.chromsome.19,b.9,b,d
b.chromsome.20,b.10,b,d
b.chromsome.21,b.10,b,d
b.chromsome.22,b.11,b,d
b.chromsome.23,b.11,b,d
b.chromsome.24,b.12,b,d
b.chromsome.25,b.12,b,d
b.chromsome.26,b.13,b,d
b.chromsome.27,b.13,b,a
b.chromsome.28,b.14,b,d
b.chromsome.29,b.14,b,d
b.chromsome.30,b.15,b,a
b.chromsome.31,b.15,b,d
b.chromsome.32,b.16,b,d
b.chromsome.33,b.16,b,d
b.chromsome.34,b.17,b,d
b.chromsome.35,b.17,b,a
b.chromsome.36,b.18,b,b
b.chromsome.37,b.18,b,a
b.chromsome.38,b.19,b,c
b.chromsome.39,b.19,b,d
b.chromsome.40,b.20,b,d
b.chromsome.41,b.20,b,d
b.chromsome.42,b.21,b,d
b.chromsome.43,b.21,b,d
b.chromsome.44,b.22,b,a
b.chromsome.45,b.22,b,b
b.chromsome.46,b.23,b,d
b.chromsome.47,b.23,b,d
b.chromsome.48,b.24,b,c
b.chromsome.49,b.24,b,a
b.chromsome.50,b.25,b,d
b.chromsome.51,b.25,b,d
b.chromsome.52,b.26,b,a
b.chromsome.53,b.26,b,c
b.chromsome.54,b.27,b,b
b.chromsome.55,b.27,b,b
b.chromsome.56,b.28,b,a
b.chromsome.57,b.28,b,a
b.chromsome.58,b.29,b,d
b.chromsome.59,b.29,b,a
b.chromsome.60,b.30,b,d
b.chromsome.61,b.30,b,b
b.chromsome.62,b.31,b,d
b.chromsome.63,b.31,b,d
b.chromsome.64,b.32,b,b
b.chromsome.65,b.32,b,d
b.chromsome.66,b.33,b,d
b.chromsome.67,b.33,b,d
b.chromsome.68,b.34,b,b
b.chromsome.69,b.34,b,a
b.chromsome.70,b.35,b,a
b.chromsome.71,b.35,b,d
b.chromsome.72,b.36,b,a
b.chromsome.73,b.36,b,a
b.chromsome.74,b.37,b,d
b.chromsome.75,b.37,b,d
b.chromsome.76,b.38,b,a
b.chromsome.77,b.38,b,c
b.chromsome.78,b.39,b,d
b.chromsome.79,b.39,b,d
b.chromsome.80,b.40,b,b
b.chromsome.81,b.40,b,d
b.chromsome.82,b.41,b,a
b.chromsome.83,b.41,b,b
b.chromsome.84,b.42,b,d
b.chromsome.85,b.42,b,b
b.chromsome.86,b.43,b,d
b.chromsome.87,b.43,b,d
b.chromsome.88,b.44,b,b
b.chromsome.89,b.44,b,d
b.chromsome.90,b.45,b,d
b.chromsome.91,b.45,b,d
b.chromsome.92,b.46,b,b
b.chromsome.93,b.46,b,c
b.chromsome.94,b.47,b,d
b.chromsome.95,b.47,b,d
b.chromsome.96,b.48,b,b
b.chromsome.97,b.48,b,a
b.chromsome.98,b.49,b,d
b.chromsome.99,b.49,b,d
b.chromsome.100,b.50,b,b
b.chromsome.101,b.50,b,d
b.chromsome.102,b.51,b,b
b.chromsome.103,b.51,b,a
b.chromsome.104,b.52,b,d
b.chromsome.105,b.52,b,a
b.chromsome.106,b.53,b,a
b.chromsome.107,b.53,b,d
b.chromsome.108,b.54,b,a
b.chromsome.109,b.54,b,d
b.chromsome.110,b.55,b,a
b.chromsome.111,b.55,b,a
b.chromsome.112,b.56,b,d
b.chromsome.113,b.56,b,a
b.chromsome.114,b.57,b,d
b.chromsome.115,b.57,b,b
b.chromsome.116,b.58,b,d
b.chromsome.117,b.58,b,d
b.chromsome.118,b.59,b,a
b.chromsome.119,b.59,b,b
b.chromsome.120,b.60,b,d
b.chromsome.121,b.60,b,c
b.chromsome.122,b.61,b,a
b.chromsome.123,b.61,b,d
b.chromsome.124,b.62,b,d
b.chromsome.125,b.62,b,a
b.chromsome.126,b.63,b,d
b.chromsome.127,b.63,b,b
b.chromsome.128,b.64,b,d
b.chromsome.129,b.64,b,a
b.chromsome.130,b.65,b,a
b.chromsome.131,b.65,b,b
b.chromsome.132,b.66,b,d
b.chromsome.133,b.66,b,d
b.chromsome.134,b.67,b,d
b.chromsome.135,b.67,b,d
b.chromsome.136,b.68,b,a
b.chromsome.137,b.68,b,a
b.chromsome.138,b.69,b,a
b.chromsome.139,b.69,b,d
b.chromsome.140,b.70,b,b
b.chromsome.141,b.70,b,b
b.chromsome.142,b.71,b,a
b.chromsome.143,b.71,b,d
b.chromsome.144,b.72,b,a
b.chromsome.145,b.72,b,a
b.chromsome.146,b.73,b,d
b.chromsome.147,b.73,b,d
b.chromsome.148,b.74,b,d
b.chromsome.149,b.74,b,d
b.chromsome.150,b.75,b,c
b.chromsome.151,b.75,b,c
b.chromsome.152,b.76,b,d
b.chromsome.153,b.76,b,d
b.chromsome.154,b.77,b,d
b.chromsome.155,b.77,b,d
b.chromsome.156,b.78,b,d
b.chromsome.157,b.78,b,d
b.chromsome.158,b.79,b,d
b.chromsome.159,b.79,b,d
b.chromsome.160,b.80,b,d
b.chromsome.161,b.80,b,a
b.chromsome.162,b.81,b,a
b.chromsome.163,b.81,b,d
b.chromsome.164,b.82,b,d
b.chromsome.165,b.82,b,d
b.chromsome.166,b.83,b,c
b.chromsome.167,b.83,b,d
b.chromsome.168,b.84,b,d
b.chromsome.169,b.84,b,d
b.chromsome.170,b.85,b,a
b.chromsome.171,b.85,b,d
b.chromsome.172,b.86,b,d
b.chromsome.173,b.86,b,a
b.chromsome.174,b.87,b,d
b.chromsome.175,b.87,b,d
b.chromsome.176,b.88,b,d
b.chromsome.177,b.88,b,d
b.chromsome.178,b.89,b,a
b.chromsome.179,b.89,b,a
b.chromsome.180,b.90,b,d
b.chromsome.181,b.90,b,d
b.chromsome.182,b.91,b,d
b.chromsome.183,b.91,b,d
b.chromsome.184,b.92,b,d
b.chromsome.185,b.92,b,d
b.chromsome.186,b.93,b,d
b.chromsome.187,b.93,b,d
b.chromsome.188,b.94,b,d
b.chromsome.189,b.94,b,d
b.chromsome.190,b.95,b,d
b.chromsome.191,b.95,b,d
b.chromsome.192,b.96,b,d
b.chromsome.193,b.96,b,a
b.chromsome.194,b.97,b,d
b.chromsome.195,b.97,b,a
b.chromsome.196,b.98,b,a
b.chromsome.197,b.98,b,d
b.chromsome.198,b.99,b,d
b.chromsome.199,b.99,b,a
b.chromsome.200,b.100,b,d
b.chromsome.201,b.100,b,d
b.chromsome.202,b.101,b,d
b.chromsome.203,b.101,b,c
b.chromsome.204,b.102,b,d
b.chromsome.205,b.102,b,a
b.chromsome.206,b.103,b,d
b.chromsome.207,b.103,b,d
b.chromsome.208,b.104,b,d
b.chromsome.209,b.104,b,a
b.chromsome.210,b.105,b,d
b.chromsome.211,b.105,b,d
b.chromsome.212,b.106,b,d
b.chromsome.213,b.106,b,b
b.chromsome.214,b.107,b,a
b.chromsome.215,b.107,b,b
b.chromsome.216,b.108,b,a
b.chromsome.217,b.108,b,d
b.chromsome.218,b.109,b,a
b.chromsome.219,b.109,b,a
b.chromsome.220,b.110,b,c
b.chromsome.221,b.110,b,a
b.chromsome.222,b.111,b,d
b.chromsome.223,b.111,b,b
b.chromsome.224,b.112,b,d
b.chromsome.225,b.112,b,a
b.chromsome.226,b.113,b,d
b.chromsome.227,b.113,b,d
b.chromsome.228,b.114,b,d
b.chromsome.229,b.114,b,b
b.chromsome.230,b.115,b,a
b.chromsome.231,b.115,b,d
b.chromsome.232,b.116,b,d
b.chromsome.233,b.116,b,a
b.chromsome.234,b.117,b,d
b.chromsome.235,b.117,b,a
b.chromsome.236,b.118,b,d
b.chromsome.237,b.118,b,d
b.chromsome.238,b.119,b,a
b.chromsome.239,b.119,b,d
b.chromsome.240,b.120,b,c
b.chromsome.241,b.120,b,a
b.chromsome.242,b.121,b,c
b.chromsome.243,b.121,b,d
b.chromsome.244,b.122,b,d
b.chromsome.245,b.122,b,a
b.chromsome.246,b.123,b,a
b.chromsome.247,b.123,b,c
b.chromsome.248,b.124,b,d
b.chromsome.249,b.124,b,d
b.chromsome.250,b.125,b,d
b.chromsome.251,b.125,b,d
b.chromsome.252,b.126,b,a
b.chromsome.253,b.126,b,b
b.chromsome.254,b.127,b,d
b.chromsome.255,b.127,b,a
b.chromsome.256,b.128,b,d
b.chromsome.257,b.128,b,b
b.chromsome.258,b.129,b,d
b.chromsome.259,b.129,b,d
b.chromsome.260,b.130,b,b
b.chromsome.261,b.130,b,d
b.chromsome.262,b.131,b,d
b.chromsome.263,b.131,b,d
b.chromsome.264,b.132,b,a
b.chromsome.265,b.132,b,d
b.chromsome.266,b.133,b,a
b.chromsome.267,b.133,b,a
b.chromsome.268,b.134,b,a
b.chromsome.269,b.134,b,a
b.chromsome.270,b.135,b,b
b.chromsome.271,b.135,b,d
b.chromsome.272,b.136,b,d
b.chromsome.273,b.136,b,b
b.chromsome.274,b.137,b,d
b.chromsome.275,b.137,b,d
b.chromsome.276,b.138,b,a
b.chromsome.277,b.138,b,d
b.chromsome.278,b.139,b,d
b.chromsome.279,b.139,b,d
b.chromsome.280,b.140,b,d
b.chromsome.281,b.140,b,d
b.chromsome.282,b.141,b,d
b.chromsome.283,b.141,b,d
b.chromsome.284,b.142,b,d
b.chromsome.285,b.142,b,d
b.chromsome.286,b.143,b,a
b.chromsome.287,b.143,b,d
b.chromsome.288,b.144,b,d
b.chromsome.289,b.144,b,d
b.chromsome.290,b.145,b,a
b.chromsome.291,b.145,b,d
b.chromsome.292,b.146,b,d
b.chromsome.293,b.146,b,d
b.chromsome.294,b.147,b,d
b.chromsome.295,b.147,b,d
b.chromsome.296,b.148,b,b
b.chromsome.297,b.148,b,a
b.chromsome.298,b.149,b,a
b.chromsome.299,b.149,b,d
b.chromsome.300,b.150,b,a
b.chromsome.301,b.150,b,a
b.chromsome.302,b.151,b,d
b.chromsome.303,b.151,b,a
b.chromsome.304,b.152,b,d
b.chromsome.305,b.152,b,a
b.chromsome.306,b.153,b,d
b.chromsome.307,b.153,b,d
b.chromsome.308,b.154,b,d
b.chromsome.309,b.154,b,a
b.chromsome.310,b.155,b,d
b.chromsome.311,b.155,b,d
b.chromsome.312,b.156,b,d
b.chromsome.313,b.156,b,b
b.chromsome.314,b.157,b,d
b.chromsome.315,b.157,b,d
b.chromsome.316,b.158,b,d
b.chromsome.317,b.158,b,a
b.chromsome.318,b.159,b,b
b.chromsome.319,b.159,b,c
b.chromsome.320,b.160,b,d
b.chromsome.321,b.160,b,d
b.chromsome.322,b.161,b,d
b.chromsome.323,b.161,b,d
b.chromsome.324,b.162,b,d
b.chromsome.325,b.162,b,d
b.chromsome.326,b.163,b,d
b.chromsome.327,b.163,b,a
b.chromsome.328,b.164,b,a
b.chromsome.329,b.164,b,a
b.chromsome.330,b.165,b,d
b.chromsome.331,b.165,b,d
b.chromsome.332,b.166,b,a
b.chromsome.333,b.166,b,a
b.chromsome.334,b.167,b,d
b.chromsome.335,b.167,b,d
b.chromsome.336,b.168,b,a
b.chromsome.337,b.168,b,d
b.chromsome.338,b.169,b,d
b.chromsome.339,b.169,b,a
b.chromsome.340,b.170,b,a
b.chromsome.341,b.170,b,b
b.chromsome.342,b.171,b,a
b.chromsome.343,b.171,b,d
b.chromsome.344,b.172,b,a
b.chromsome.345,b.172,b,d
b.chromsome.346,b.173,b,d
b.chromsome.347,b.173,b,d
b.chromsome.348,b.174,b,d
b.chromsome.349,b.174,b,a
b.chromsome.350,b.175,b,d
b.chromsome.351,b.175,b,d
b.chromsome.352,b.176,b,d
b.chromsome.353,b.176,b,a
b.chromsome.354,b.177,b,c
b.chromsome.355,b.177,b,d
b.chromsome.356,b.178,b,a
b.chromsome.357,b.178,b,a
b.chromsome.358,b.179,b,d
b.chromsome.359,b.179,b,d
b.chromsome.360,b.180,b,d
b.chromsome.361,b.180,b,d
b.chromsome.362,b.181,b,d
b.chromsome.363,b.181,b,a
b.chromsome.364,b.182,b,d
b.chromsome.365,b.182,b,b
b.chromsome.366,b.183,b,d
b.chromsome.367,b.183,b,d
b.chromsome.368,b.184,b,d
b.chromsome.369,b.184,b,b
b.chromsome.370,b.185,b,d
b.chromsome.371,b.185,b,d
b.chromsome.372,b.186,b,a
b.chromsome.373,b.186,b,b
b.chromsome.374,b.187,b,a
b.chromsome.375,b.187,b,d
b.chromsome.376,b.188,b,d
b.chromsome.377,b.188,b,d
b.chromsome.378,b.189,b,a
b.chromsome.379,b.189,b,d
b.chromsome.380,b.190,b,d
b.chromsome.381,b.190,b,b
b.chromsome.382,b.191,b,b
b.chromsome.383,b.191,b,b
b.chromsome.384,b.192,b,c
b.chromsome.385,b.192,b,a
b.chromsome.386,b.193,b,d
b.chromsome.387,b.193,b,b
b.chromsome.388,b.194,b,d
b.chromsome.389,b.194,b,d
b.chromsome.390,b.195,b,a
b.chromsome.391,b.195,b,c
b.chromsome.392,b.196,b,d
b.chromsome.393,b.196,b,a
b.chromsome.394,b.197,b,c
b.chromsome.395,b.197,b,c
b.chromsome.396,b.198,b,d
b.chromsome.397,b.198,b,d
b.chromsome.398,b.199,b,d
b.chromsome.399,b.199,b,d
b.chromsome.400,b.200,b,c
b.chromsome.401,b.200,b,d
b.chromsome.402,b.201,b,d
b.chromsome.403,b.201,b,d
b.chromsome.404,b.202,b,d
b.chromsome.405,b.202,b,a
b.chromsome.406,b.203,b,b
b.chromsome.407,b.203,b,a
b.chromsome.408,b.204,b,d
b.chromsome.409,b.204,b,b
b.chromsome.410,b.205,b,a
b.chromsome.411,b.205,b,d
b.chromsome.412,b.206,b,d
b.chromsome.413,b.206,b,d
b.chromsome.414,b.207,b,a
b.chromsome.415,b.207,b,b
b.chromsome.416,b.208,b,d
b.chromsome.417,b.208,b,a
b.chromsome.418,b.209,b,d
b.chromsome.419,b.209,b,d
b.chromsome.420,b.210,b,a
b.chromsome.421,b.210,b,a
b.chromsome.422,b.211,b,d
b.chromsome.423,b.211,b,d
b.chromsome.424,b.212,b,d
b.chromsome.425,b.212,b,b
b.chromsome.426,b.213,b,d
b.chromsome.427,b.213,b,d
b.chromsome.428,b.214,b,d
b.chromsome.429,b.214,b,d
b.chromsome.430,b.215,b,a
b.chromsome.431,b.215,b,d
b.chromsome.432,b.216,b,d
b.chromsome.433,b.216,b,d
b.chromsome.434,b.217,b,d
b.chromsome.435,b.217,b,d
b.chromsome.436,b.218,b,d
b.chromsome.437,b.218,b,d
b.chromsome.438,b.219,b,b
b.chromsome.439,b.219,b,b
b.chromsome.440,b.220,b,a
b.chromsome.441,b.220,b,c
b.chromsome.442,b.221,b,d
b.chromsome.443,b.221,b,a
b.chromsome.444,b.222,b,d
b.chromsome.445,b.222,b,d
b.chromsome.446,b.223,b,d
b.chromsome.447,b.223,b,d
b.chromsome.448,b.224,b,d
b.chromsome.449,b.224,b,d
b.chromsome.450,b.225,b,d
b.chromsome.451,b.225,b,d
b.chromsome.452,b.226,b,d
b.chromsome.453,b.226,b,b
b.chromsome.454,b.227,b,d
b.chromsome.455,b.227,b,d
b.chromsome.456,b.228,b,d
b.chromsome.457,b.228,b,d
b.chromsome.458,b.229,b,d
b.chromsome.459,b.229,b,d
b.chromsome.460,b.230,b,d
b.chromsome.461,b.230,b,d
b.chromsome.462,b.231,b,d
b.chromsome.463,b.231,b,a
b.chromsome.464,b.232,b,d
b.chromsome.465,b.232,b,c
b.chromsome.466,b.233,b,b
b.chromsome.467,b.233,b,d
b.chromsome.468,b.234,b,d
b.chromsome.469,b.234,b,a
b.chromsome.470,b.235,b,d
b.chromsome.471,b.235,b,d
b.chromsome.472,b.236,b,a
b.chromsome.473,b.236,b,d
b.chromsome.474,b.237,b,d
b.chromsome.475,b.237,b,a
b.chromsome.476,b.238,b,d
b.chromsome.477,b.238,b,d
b.chromsome.478,b.239,b,d
b.chromsome.479,b.239,b,a
b.chromsome.480,b.240,b,a
b.chromsome.481,b.240,b,d
b.chromsome.482,b.241,b,a
b.chromsome.483,b.241,b,d
b.chromsome.484,b.242,b,a
b.chromsome.485,b.242,b,d
b.chromsome.486,b.243,b,d
b.chromsome.487,b.243,b,d
b.chromsome.488,b.244,b,d
b.chromsome.489,b.244,b,d
b.chromsome.490,b.245,b,a
b.chromsome.491,b.245,b,b
b.chromsome.492,b.246,b,d
b.chromsome.493,b.246,b,a
b.chromsome.494,b.247,b,c
b.chromsome.495,b.247,b,b
b.chromsome.496,b.248,b,a
b.chromsome.497,b.248,b,b
b.chromsome.498,b.249,b,a
b.chromsome.499,b.249,b,a
b.chromsome.500,b.250,b,d
b.chromsome.501,b.250,b,b
b.chromsome.502,b.251,b,d
b.chromsome.503,b.251,b,c
b.chromsome.504,b.252,b,d
b.chromsome.505,b.252,b,d
b.chromsome.506,b.253,b,a
b.chromsome.507,b.253,b,d
b.chromsome.508,b.254,b,b
b.chromsome.509,b.254,b,d
b.chromsome.510,b.255,b,a
b.chromsome.511,b.255,b,d
b.chromsome.512,b.256,b,d
b.chromsome.513,b.256,b,d
b.chromsome.514,b.257,b,a
b.chromsome.515,b.257,b,d
b.chromsome.516,b.258,b,d
b.chromsome.517,b.258,b,b
b.chromsome.518,b.259,b,a
b.chromsome.519,b.259,b,c
b.chromsome.520,b.260,b,d
b.chromsome.521,b.260,b,d
b.chromsome.522,b.261,b,d
b.chromsome.523,b.261,b,a
b.chromsome.524,b.262,b,c
b.chromsome.525,b.262,b,d
b.chromsome.526,b.263,b,b
b.chromsome.527,b.263,b,a
b.chromsome.528,b.264,b,a
b.chromsome.529,b.264,b,b
b.chromsome.530,b.265,b,d
b.chromsome.531,b.265,b,d
b.chromsome.532,b.266,b,d
b.chromsome.533,b.266,b,d
b.chromsome.534,b.267,b,d
b.chromsome.535,b.267,b,d
b.chromsome.536,b.268,b,d
b.chromsome.537,b.268,b,a
b.chromsome.538,b.269,b,a
b.chromsome.539,b.269,b,a
b.chromsome.540,b.270,b,d
b.chromsome.541,b.270,b,d
b.chromsome.542,b.271,b,c
b.chromsome.543,b.271,b,a
b.chromsome.544,b.272,b,d
b.chromsome.545,b.272,b,d
b.chromsome.546,b.273,b,d
b.chromsome.547,b.273,b,b
b.chromsome.548,b.274,b,d
b.chromsome.549,b.274,b,d
b.chromsome.550,b.275,b,a
b.chromsome.551,b.275,b,a
b.chromsome.552,b.276,b,d
b.chromsome.553,b.276,b,d
b.chromsome.554,b.277,b,d
b.chromsome.555,b.277,b,a
b.chromsome.556,b.278,b,d
b.chromsome.557,b.278,b,a
b.chromsome.558,b.279,b,d
b.chromsome.559,b.279,b,d
b.chromsome.560,b.280,b,d
b.chromsome.561,b.280,b,c
b.chromsome.562,b.281,b,a
b.chromsome.563,b.281,b,d
b.chromsome.564,b.282,b,d
b.chromsome.565,b.282,b,b
b.chromsome.566,b.283,b,b
b.chromsome.567,b.283,b,d
b.chromsome.568,b.284,b,d
b.chromsome.569,b.284,b,d
b.chromsome.570,b.285,b,a
b.chromsome.571,b.285,b,d
b.chromsome.572,b.286,b,d
b.chromsome.573,b.286,b,a
b.chromsome.574,b.287,b,a
b.chromsome.575,b.287,b,c
b.chromsome.576,b.288,b,d
b.chromsome.577,b.288,b,d
b.chromsome.578,b.289,b,d
b.chromsome.579,b.289,b,d
b.chromsome.580,b.290,b,d
b.chromsome.581,b.290,b,d
b.chromsome.582,b.291,b,d
b.chromsome.583,b.291,b,b
b.chromsome.584,b.292,b,d
b.chromsome.585,b.292,b,a
b.chromsome.586,b.293,b,d
b.chromsome.587,b.293,b,d
b.chromsome.588,b.294,b,d
b.chromsome.589,b.294,b,d
b.chromsome.590,b.295,b,a
b.chromsome.591,b.295,b,c
b.chromsome.592,b.296,b,d
b.chromsome.593,b.296,b,a
b.chromsome.594,b.297,b,b
b.chromsome.595,b.297,b,d
b.chromsome.596,b.298,b,a
b.chromsome.597,b.298,b,d
b.chromsome.598,b.299,b,d
b.chromsome.599,b.299,b,b
b.chromsome.600,b.300,b,d
b.chromsome.601,b.300,b,d
b.chromsome.602,b.301,b,d
b.chromsome.603,b.301,b,d
b.chromsome.604,b.302,b,d
b.chromsome.605,b.302,b,d
b.chromsome.606,b.303,b,a
b.chromsome.607,b.303,b,a
b.chromsome.608,b.304,b,b
b.chromsome.609,b.304,b,d
b.chromsome.610,b.305,b,a
b.chromsome.611,b.305,b,b
b.chromsome.612,b.306,b,d
b.chromsome.613,b.306,b,d
b.chromsome.614,b.307,b,a
b.chromsome.615,b.307,b,d
b.chromsome.616,b.308,b,d
b.chromsome.617,b.308,b,a
b.chromsome.618,b.309,b,a
b.chromsome.619,b.309,b,a
b.chromsome.620,b.310,b,a
b.chromsome.621,b.310,b,d
b.chromsome.622,b.311,b,d
b.chromsome.623,b.311,b,a
b.chromsome.624,b.312,b,d
b.chromsome.625,b.312,b,d
b.chromsome.626,b.313,b,d
b.chromsome.627,b.313,b,d
b.chromsome.628,b.314,b,c
b.chromsome.629,b.314,b,d
b.chromsome.630,b.315,b,c
b.chromsome.631,b.315,b,b
b.chromsome.632,b.316,b,d
b.chromsome.633,b.316,b,d
b.chromsome.634,b.317,b,d
b.chromsome.635,b.317,b,d
b.chromsome.636,b.318,b,d
b.chromsome.637,b.318,b,d
b.chromsome.638,b.319,b,d
b.chromsome.639,b.319,b,b
b.chromsome.640,b.320,b,d
b.chromsome.641,b.320,b,d
b.chromsome.642,b.321,b,a
